class,age,male,female
0,0 to 1,939.82,857.38
1,1 to 5,3601.05,3279.49
10,10 to 15,4604.3,4207.29
15,15 to 20,4646.22,4439.04
20,20 to 25,4674.38,4531.25
25,25 to 30,4353.97,4033.2
30,30 to 35,4208.08,3825.07
35,35 to 40,3549.85,3352.13
40,40 to 45,3109.99,3269.51
45,45 to 50,2831.53,2862.56
5,5 to 10,4392.25,3920.59
50,50 to 55,2509.46,2709.96
55,55 to 60,2277.12,2093.45
60,60 to 65,1568.56,1576.84
65,65 to 70,1182.32,1209.6
70,70 to 75,735.41,874.91
75,75 to 80,513,591
80,80 and over,473.3,630.98
