class,age,male,female
0,0 to 1,232.52,204.2
1,1 to 5,890.92,781.08
10,10 to 15,1181.51,1048.36
15,15 to 20,1250.88,1163.28
20,20 to 25,1245.94,1225.48
25,25 to 30,1209.15,1208.65
30,30 to 35,1293.27,1265.78
35,35 to 40,1164.23,1147.84
40,40 to 45,957.52,1049.63
45,45 to 50,883.86,953.67
5,5 to 10,1071.39,953.18
50,50 to 55,810.63,925.39
55,55 to 60,753.25,757.37
60,60 to 65,554.95,571.23
65,65 to 70,404.19,425.53
70,70 to 75,266.92,338.14
75,75 to 80,219.97,269.49
80,80 and over,211.93,319.5
