class,age,male,female
0,0 to 1,217.37,186.74
1,1 to 5,832.87,714.27
10,10 to 15,1030.18,870.41
15,15 to 20,1153.76,971.47
20,20 to 25,1406.69,1087.43
25,25 to 30,1338.97,1096.55
30,30 to 35,1296.59,1091.91
35,35 to 40,1182.45,993.66
40,40 to 45,946.5,826.52
45,45 to 50,794.01,731.83
5,5 to 10,959.35,832.07
50,50 to 55,676.15,655.81
55,55 to 60,596.54,525.24
60,60 to 65,406.65,389.74
65,65 to 70,290.54,282.19
70,70 to 75,186.46,200.06
75,75 to 80,143.07,146.64
80,80 and over,140.65,167.33
