class,age,male,female
0,0 to 1,371.01,325.71
1,1 to 5,1421.59,1245.85
10,10 to 15,1884.94,1672.03
15,15 to 20,1994.68,1855.04
20,20 to 25,1985.58,1954.21
25,25 to 30,1927.16,1928.37
30,30 to 35,2062.81,2020.35
35,35 to 40,1857.22,1832.22
40,40 to 45,1527.37,1675.57
45,45 to 50,1410.18,1522.57
5,5 to 10,1709.46,1520.38
50,50 to 55,1293.79,1477.92
55,55 to 60,1202.13,1209.8
60,60 to 65,886.18,912.53
65,65 to 70,645.44,679.88
70,70 to 75,426.33,540.47
75,75 to 80,351.54,430.92
80,80 and over,338.88,511.16
