class,age,male,female
0,0 to 1,826.52,711.62
1,1 to 5,3166.91,2721.93
10,10 to 15,3947.89,3343.94
15,15 to 20,4400.92,3741.21
20,20 to 25,5300.22,4188.58
25,25 to 30,5053.48,4203.16
30,30 to 35,4935.92,4201.57
35,35 to 40,4494.24,3828.01
40,40 to 45,3624.81,3238.32
45,45 to 50,3079.12,2874.89
5,5 to 10,3662.53,3175.1
50,50 to 55,2648.96,2606.89
55,55 to 60,2352.45,2085.08
60,60 to 65,1615.11,1558.39
65,65 to 70,1155.31,1138.67
70,70 to 75,749.7,826.6
75,75 to 80,576.52,611.8
80,80 and over,581.72,718.07
