class,age,male,female
0,0 to 1,544.28,485.24
1,1 to 5,2085.47,1856.05
10,10 to 15,2692.08,2365.07
15,15 to 20,2928.79,2606.34
20,20 to 25,3048.51,2673.57
25,25 to 30,2793.44,2447.11
30,30 to 35,2646.94,2286.66
35,35 to 40,2369.85,2078.86
40,40 to 45,2005.79,1894.72
45,45 to 50,1741.57,1660.9
5,5 to 10,2528.52,2192.29
50,50 to 55,1603.02,1550.16
55,55 to 60,1377.94,1219.03
60,60 to 65,1035.26,949.3
65,65 to 70,740.32,679.33
70,70 to 75,481.6,488.99
75,75 to 80,317.33,320.66
80,80 and over,287.65,312.55
