class,age,male,female
0,0 to 1,320.86,276.61
1,1 to 5,1229.41,1058.05
10,10 to 15,1547.22,1314.2
15,15 to 20,1733.54,1472.03
20,20 to 25,2102.84,1653
25,25 to 30,2008.94,1657.52
30,30 to 35,1951.79,1648.25
35,35 to 40,1775.84,1499.78
40,40 to 45,1439.33,1270.07
45,45 to 50,1219.01,1123.65
5,5 to 10,1434.74,1248.44
50,50 to 55,1047.75,1012.39
55,55 to 60,921.75,803.67
60,60 to 65,622.73,595.01
65,65 to 70,446.83,434.58
70,70 to 75,288.24,309.79
75,75 to 80,221.05,226.75
80,80 and over,213.33,252.8
