class,age,male,female
0,0 to 1,217.99,194.32
1,1 to 5,835.28,743.27
10,10 to 15,1077.92,946.63
15,15 to 20,1172.8,1043.19
20,20 to 25,1219.54,1069.47
25,25 to 30,1116.89,978.64
30,30 to 35,1057.82,913.94
35,35 to 40,946.93,830.86
40,40 to 45,801.12,756.84
45,45 to 50,695.58,663.47
5,5 to 10,1012.63,877.64
50,50 to 55,640.12,619.09
55,55 to 60,550.2,487.28
60,60 to 65,414.24,379.75
65,65 to 70,296.27,271.55
70,70 to 75,192.57,195.32
75,75 to 80,126.71,128.04
80,80 and over,114.88,124.89
