class,age,male,female
0,0 to 1,248.24,229.12
1,1 to 5,951.18,876.39
10,10 to 15,1300.06,1189.1
15,15 to 20,1471.56,1354.46
20,20 to 25,1629.34,1457.9
25,25 to 30,1562.64,1341.34
30,30 to 35,1509.81,1315.94
35,35 to 40,1336.39,1186.67
40,40 to 45,1125.3,1084.19
45,45 to 50,1007.55,964.11
5,5 to 10,1158.84,1066.62
50,50 to 55,881.6,885.02
55,55 to 60,819,693.15
60,60 to 65,542.89,519.62
65,65 to 70,395.82,380.48
70,70 to 75,255.01,282.87
75,75 to 80,187.05,205.19
80,80 and over,170.49,221.7
