class,age,male,female
0,0 to 1,260.16,230.6
1,1 to 5,996.84,882.05
10,10 to 15,1437.29,1265.87
15,15 to 20,1617.54,1454.56
20,20 to 25,1898.28,1673.9
25,25 to 30,1865.74,1620.54
30,30 to 35,1857.43,1598.74
35,35 to 40,1662.57,1453.62
40,40 to 45,1466.88,1380.55
45,45 to 50,1319.37,1215.61
5,5 to 10,1290.74,1150.45
50,50 to 55,1196.02,1130.23
55,55 to 60,1035.45,850.69
60,60 to 65,661.09,620.21
65,65 to 70,487.3,478.36
70,70 to 75,323.85,351.86
75,75 to 80,248.54,256.36
80,80 and over,213.88,247.62
