class,age,male,female
0,0 to 1,464.94,408.21
1,1 to 5,1781.47,1561.4
10,10 to 15,2362.31,2095.7
15,15 to 20,2500.14,2325.13
20,20 to 25,2488.97,2449.34
25,25 to 30,2415.7,2416.66
30,30 to 35,2585.25,2531.67
35,35 to 40,2327.51,2295.86
40,40 to 45,1914.13,2099.49
45,45 to 50,1767.16,1907.73
5,5 to 10,2142.32,1905.58
50,50 to 55,1621.16,1851.6
55,55 to 60,1506.31,1515.63
60,60 to 65,1110.24,1143.14
65,65 to 70,808.64,851.65
70,70 to 75,534.08,676.92
75,75 to 80,440.34,539.67
80,80 and over,424.33,639.96
