class,age,male,female
0,0 to 1,169.29,147.29
1,1 to 5,648.65,563.37
10,10 to 15,823.79,700.97
15,15 to 20,875.03,794.98
20,20 to 25,942.08,885.98
25,25 to 30,901.86,860.76
30,30 to 35,957.22,896.36
35,35 to 40,863.86,827.32
40,40 to 45,724.56,774.16
45,45 to 50,675.36,704.02
5,5 to 10,746.27,634.55
50,50 to 55,620.11,691.77
55,55 to 60,587.09,559.12
60,60 to 65,436.32,444.45
65,65 to 70,311.02,339.41
70,70 to 75,216.72,282.67
75,75 to 80,168.45,220.7
80,80 and over,209.83,310.79
