class,age,male,female
0,0 to 1,575.13,504.18
1,1 to 5,2203.67,1928.47
10,10 to 15,2902.14,2558.08
15,15 to 20,3072.89,2847.51
20,20 to 25,3097.65,3026.21
25,25 to 30,2999.68,2978.83
30,30 to 35,3206.4,3117.93
35,35 to 40,2887.95,2835.47
40,40 to 45,2382.74,2602.64
45,45 to 50,2203.41,2365.29
5,5 to 10,2631.51,2324.52
50,50 to 55,2021.82,2300.5
55,55 to 60,1884.54,1879.25
60,60 to 65,1391.17,1429.88
65,65 to 70,1009.54,1069.85
70,70 to 75,672.99,857.5
75,75 to 80,549.34,681.14
80,80 and over,555.45,834.7
