class,age,male,female
0,0 to 1,1456.73,1351.03
1,1 to 5,5581.69,5167.69
10,10 to 15,7555.98,6948.25
15,15 to 20,8544.94,7897.42
20,20 to 25,9340.21,8399.75
25,25 to 30,8920.65,7672.23
30,30 to 35,8593.98,7534.08
35,35 to 40,7594.09,6784.5
40,40 to 45,6331.06,6152.36
45,45 to 50,5668.22,5485.41
5,5 to 10,6730.22,6221.77
50,50 to 55,4929.76,5032.22
55,55 to 60,4646.81,3977.89
60,60 to 65,3112.98,2998.21
65,65 to 70,2264.88,2175.26
70,70 to 75,1451.63,1624.68
75,75 to 80,1059.62,1182.13
80,80 and over,979.15,1308.52
