allot_id,distid,dept_id,dated,amtpaid,payhead,paymentdetail,otherdetail,status,entry_by,entry_date,ip_addr,RecordStatus,sub_district
1,16,15,20-09-2020,0.001,1,"Rs.10,000/- immediate relief to deceased family.","1. Rohit Thakur S/o Tilak Raj Thakur Mohalla HardaspuraTehsil & Distt Chamba.     Immediate relief of Rs.10,000/- is given.    2. Tushar Manhas S/o Sh. Suman Manhas Mohalla HardaspuraTehsil & Distt Chamba.      Immediate relief of Rs.10,000/- is given but refused by the father of the deceased.   ",Active,2050,07:53.6,117.206.195.217,NULL,84
2,26,40,12-07-2020,0.001,1,"10,000/- Quick Relief give to Reshma devi w/o Nirmal Singh Tehsil Bangana in case of casuality due to Snakebite ","10,000/- Quick Relief give to Reshma devi w/o Nirmal Singh Tehsil Bangana in case of casuality due to Snakebite ",Deleted,2194,55:35.7,117.220.48.222,NULL,150
3,26,40,26-08-2020,0.001,1,"10,000/- Quick Relief give to Anu Bala Tehsil Bangana in case of casuality due to Snakebite","10,000/- Quick Relief give to Anu Bala Tehsil Bangana in case of casuality due to Snakebite",Deleted,2194,19:05.4,117.220.48.222,NULL,148
4,26,40,26-09-2020,0.001,1,"10,000/- Quick Relief give to Sandeep Kumar in case of casaulity of his mother due to Road Accident ","10,000/- Quick Relief give to Sandeep Kumar in case of casaulity of his mother due to Road Accident ",Deleted,2194,46:00.9,117.214.213.177,NULL,148
5,16,15,09-10-2020,10000,1,0.0001,"*As per report received from SDM Chamba, 1 person namely Sh. Shivcharan S/o Piyundi R/o Village Bhatada PO Khundel Tehsil and District Chamba was died due to fall from cliff while grazing sheep and goats on   09-10-2020. Immediate relief of 10,000/- has been given to his family.",Active,2050,09:06.6,117.206.198.85,NULL,84
6,16,37,14-10-2020,0.15,3,15000/-,"*As per information received from SDM Chamba, a Fire Incident took place Mohalla Mai Ka Bag Tehsil & Distt Chamba on 14-10-2020  in which 1 Kuccha house of Sh. Jaidev Raj, Sh.Rajesh S/o Sh. Prabhdayal and  Nirmala Wd/o Lt.Sh.khem Raj  r/o Mohalla Mai Ka Bag  Tehsil & Distt Chamba is partially damaged also the goods in the house got damaged. Relief of Rs.5,000/- is given to all three family members.",Active,2050,04:14.4,117.206.195.199,NULL,84
7,18,37,28-06-2020,0.003,3,Parshottam Chand S/o Chhimbo R/o Gugana,Cowshed Damaged,Active,2082,32:33.3,164.100.138.237,NULL,98
8,18,40,24-06-2020,0.045,3,15 cowsheds damaged,cowshed damage,Active,2082,39:42.2,164.100.138.237,NULL,102
9,18,40,24-06-2020,0.11,3,23 houses damaged,house damaged,Active,2082,40:50.4,164.100.138.237,NULL,102
10,18,40,28-06-2020,0.006,3,Mahinder SinghS/o Hukam Singh R/o Chounki,Cowshed Damaged,Active,2082,44:47.5,164.100.138.237,NULL,98
11,18,40,29-06-2020,0.012,3,Sita Ram S/o Bhag Singh R/o Morad,House Damaged,Active,2082,46:43.4,164.100.138.237,NULL,98
