education_loss_det_id,education_loss_id,disaster_id,school_name,damage_details,status,entry_by,entry_date,ip_addr,schooldayslost,classroomsdamaged,Recordstatus,remark,amountloss,updated_by
1,2,335,Satiwala,,Active,2170,29:00.8,164.100.138.237,0,0,0,rainfall,3,NULL
2,4,2603,GSSS,,Active,2026,33:43.9,117.220.49.77,0,0,0,NA,20,NULL
3,8,2733,GSSS Salohi,,Active,2186,53:36.5,117.220.51.103,0,0,0,Boundary Wall Damaged,0.25,NULL
4,8,2733,GSSS Oel,,Active,2186,53:36.5,117.220.51.103,0,0,0,Boundary Wall Damaged,0.3,NULL
5,9,2777,GSSS Takka,,Active,2186,59:02.9,117.220.51.103,0,0,0,Cycle stand shed collapsed due to rain and storm,0.8,NULL
6,10,2,TEST 1,,Active,2186,18:26.7,122.160.43.61,0,0,0,TEST2,10.15,NULL
7,11,89,Gsss Salohi,,Active,2186,12:19.2,117.220.54.58,0,0,0,Boundary Wall Damaged,0.8,NULL
8,12,4163,GPS Bachretu,,Active,2026,38:24.7,117.220.49.57,0,0,0,School wall & toilets damaged,2,NULL
9,14,4271,GSSS SAMOOR KALAN,,Active,2186,31:04.4,117.220.51.171,0,0,0,PARTIALLY BOUNDARY WALL COLLAPSED DUE TO RAIN,3,NULL
11,17,4716,GPS Kallari,,Active,2026,14:26.5,14.102.118.130,0,0,0,Landslide,1.5,NULL
14,23,5424,GPS,,Active,0,57:31.4,10.146.4.223,0,0,0,Retaining,5,4344
15,23,5424,GPS,,Active,0,57:31.4,10.146.4.223,0,0,0,Retaining,5,4344
16,24,5071,GSSS Mandli,,Active,2186,33:48.0,117.214.210.215,0,0,0,Partially Boundary Wall Damaged,2.5,NULL
25,32,11416,GMS,,Active,2186,23:34.4,117.220.55.196,0,0,0,DAMAGE,7,NULL
28,37,11606,GMS,,Active,2186,48:25.0,117.215.240.125,0,0,0,DAMAGE,7.82,NULL
