sub_district_id,sub_districtCode,sub_district_version,sub_district_name,sub_district_name_hindi,districtid,Census_2001_Code,Census_2011_Code,status,entry_by,entry_date,ip_addr
1,1,1,Kupwara,,8,00:00.0,1,Active,NULL,NULL,NULL
2,2,1,Handwara,,8,00:00.0,2,Active,NULL,NULL,NULL
3,3,1,Karnah,,8,00:00.0,3,Active,NULL,NULL,NULL
4,4,1,Khag,,2,00:00.0,4,Active,NULL,NULL,NULL
5,5,1,Beerwah,,2,00:00.0,5,Active,NULL,NULL,NULL
6,6,1,Khansahib,,2,00:00.0,6,Active,NULL,NULL,NULL
7,7,1,Budgam,,2,00:00.0,7,Active,NULL,NULL,NULL
8,8,1,Chadoora,,2,00:00.0,8,Active,NULL,NULL,NULL
9,9,1,Charar- E- Shrief,,2,00:00.0,9,Active,NULL,NULL,NULL
10,10,1,Leh,,9,00:00.0,10,Active,NULL,NULL,NULL
11,11,1,Nubra,,9,00:00.0,11,Active,NULL,NULL,NULL
12,12,1,Khalsi,,9,00:00.0,12,Active,NULL,NULL,NULL
13,13,3,Kargil,,6,00:00.0,13,Active,NULL,NULL,NULL
14,14,1,Sanku,,6,00:00.0,14,Active,NULL,NULL,NULL
15,15,1,Zanskar,,6,00:00.0,15,Active,NULL,NULL,NULL
16,16,1,Haveli,,10,00:00.0,16,Active,NULL,NULL,NULL
17,17,1,Mandi,,10,00:00.0,17,Active,NULL,NULL,NULL
18,18,1,Mendhar,,10,00:00.0,18,Active,NULL,NULL,NULL
19,19,1,Surankote,,10,00:00.0,19,Active,NULL,NULL,NULL
20,20,1,Thanamandi,,12,00:00.0,20,Active,NULL,NULL,NULL
21,21,1,Darhal,,12,00:00.0,21,Active,NULL,NULL,NULL
22,22,1,Rajauri,,12,00:00.0,22,Active,NULL,NULL,NULL
23,23,1,Budhal,,12,00:00.0,23,Active,NULL,NULL,NULL
24,24,1,Kalakote,,12,00:00.0,24,Active,NULL,NULL,NULL
25,25,1,Nowshehra,,12,00:00.0,25,Active,NULL,NULL,NULL
26,26,1,Sunderbani,,12,00:00.0,26,Active,NULL,NULL,NULL
27,27,1,Billawar,,7,00:00.0,27,Active,NULL,NULL,NULL
28,28,1,Bashohli,,7,00:00.0,28,Active,NULL,NULL,NULL
29,29,1,Bani,,7,00:00.0,29,Active,NULL,NULL,NULL
30,30,1,Kathua,,7,00:00.0,30,Active,NULL,NULL,NULL
31,31,1,Hiranagar,,7,00:00.0,31,Active,NULL,NULL,NULL
32,32,1,Sopore,,3,00:00.0,32,Active,NULL,NULL,NULL
33,33,1,Rafiabad,,3,00:00.0,33,Active,NULL,NULL,NULL
34,34,1,Pattan,,3,00:00.0,34,Active,NULL,NULL,NULL
35,35,1,Baramulla,,3,00:00.0,35,Active,NULL,NULL,NULL
36,36,1,Kreeri,,3,00:00.0,36,Active,NULL,NULL,NULL
37,37,1,Uri,,3,00:00.0,37,Active,NULL,NULL,NULL
38,38,1,Boniyar,,3,00:00.0,38,Active,NULL,NULL,NULL
39,39,2,Tangmarg,,3,00:00.0,39,Active,NULL,NULL,NULL
40,40,1,Gurez,,623,00:00.0,40,Active,NULL,NULL,NULL
41,41,1,Bandipora,,623,00:00.0,41,Active,NULL,NULL,NULL
42,42,1,Sonawari,,623,00:00.0,42,Active,NULL,NULL,NULL
43,43,1,Srinagar (North),,13,00:00.0,43,Active,NULL,NULL,NULL
44,44,1,Srinagar (South),,13,00:00.0,44,Active,NULL,NULL,NULL
45,45,1,Lar,,626,00:00.0,45,Active,NULL,NULL,NULL
46,46,1,Kangan,,626,00:00.0,46,Active,NULL,NULL,NULL
47,47,1,Ganderbal,,626,00:00.0,47,Active,NULL,NULL,NULL
48,48,1,Pampore,,11,00:00.0,48,Active,NULL,NULL,NULL
49,49,1,Awantipora,,11,00:00.0,49,Active,NULL,NULL,NULL
50,50,1,Tral,,11,00:00.0,50,Active,NULL,NULL,NULL
51,51,1,Pulwama,,11,00:00.0,51,Active,NULL,NULL,NULL
52,52,3,Shopian,,625,00:00.0,52,Active,NULL,NULL,NULL
53,53,1,Pahalgam,,1,00:00.0,53,Active,NULL,NULL,NULL
54,54,1,Bijbehara,,1,00:00.0,54,Active,NULL,NULL,NULL
55,55,1,Anantnag,,1,00:00.0,55,Active,NULL,NULL,NULL
56,56,1,Shangus,,1,00:00.0,56,Active,NULL,NULL,NULL
57,57,1,Kokernag,,1,00:00.0,57,Active,NULL,NULL,NULL
58,58,1,Dooru,,1,00:00.0,58,Active,NULL,NULL,NULL
59,59,3,Kulgam,,622,00:00.0,59,Active,NULL,NULL,NULL
60,60,1,Devsar,,622,00:00.0,60,Active,NULL,NULL,NULL
61,61,1,Damhal Hanjipora,,622,00:00.0,61,Active,NULL,NULL,NULL
62,62,1,Doda,,4,00:00.0,62,Active,NULL,NULL,NULL
63,63,1,Thathri,,4,00:00.0,63,Active,NULL,NULL,NULL
64,64,1,Gandoh,,4,00:00.0,64,Active,NULL,NULL,NULL
65,65,1,Bhaderwah,,4,00:00.0,65,Active,NULL,NULL,NULL
66,66,1,Banihal,,621,00:00.0,66,Active,NULL,NULL,NULL
67,67,1,Ramban,,621,00:00.0,67,Active,NULL,NULL,NULL
68,68,1,Kishtwar,,620,00:00.0,68,Active,NULL,NULL,NULL
69,69,1,Marwah,,620,00:00.0,69,Active,NULL,NULL,NULL
70,70,1,Chhatroo,,620,00:00.0,70,Active,NULL,NULL,NULL
71,71,1,Atholi (Paddar),,620,00:00.0,71,Active,NULL,NULL,NULL
72,72,1,Udhampur,,14,00:00.0,72,Active,NULL,NULL,NULL
73,73,1,Chenani,,14,00:00.0,73,Active,NULL,NULL,NULL
74,74,1,Ramnagar,,14,00:00.0,74,Active,NULL,NULL,NULL
75,75,1,Majalta,,14,00:00.0,75,Active,NULL,NULL,NULL
76,76,1,Gool-Gulabgarh,,627,00:00.0,76,Active,NULL,NULL,NULL
77,77,1,Reasi,,627,00:00.0,77,Active,NULL,NULL,NULL
78,78,1,Akhnoor,,5,00:00.0,78,Active,NULL,NULL,NULL
79,79,1,Jammu,,5,00:00.0,79,Active,NULL,NULL,NULL
80,80,1,Ranbir Singh Pora,,5,00:00.0,80,Active,NULL,NULL,NULL
81,81,1,Bishnah,,5,00:00.0,81,Active,NULL,NULL,NULL
82,82,1,Samba,,624,00:00.0,82,Active,NULL,NULL,NULL
