cdid,circle_id,dist_id,status,entry_by,entrydate,ip_addr
1,1,15,Deleted,0,49:45.1,122.160.22.108
2,1,00:00.0,Active,0,49:58.6,122.160.22.108
3,1,00:00.0,Deleted,0,49:58.6,122.160.22.108
4,1,00:00.0,Deleted,0,50:05.8,122.160.22.108
5,1,00:00.0,Active,0,56:13.9,122.160.22.108
6,1,00:00.0,Active,0,56:21.3,122.160.22.108
7,1,00:00.0,Active,0,56:21.3,122.160.22.108
8,11,00:00.0,Active,0,31:57.9,::1
9,11,00:00.0,Active,0,58:49.0,::1
10,11,00:00.0,Active,0,58:49.1,::1
11,8,00:00.0,Active,0,59:54.5,::1
1002,5,00:00.0,Active,0,56:54.7,192.168.0.26
1003,5,00:00.0,Active,0,56:54.7,192.168.0.26
1004,5,00:00.0,Active,0,56:54.7,192.168.0.26
1005,5,00:00.0,Active,0,56:54.7,192.168.0.26
1006,1004,00:00.0,Active,0,08:32.4,117.207.55.92
1007,1004,00:00.0,Active,0,08:32.5,117.207.55.92
1008,1004,00:00.0,Active,0,08:32.5,117.207.55.92
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
