,human lives lost - missing,District,Total,Male,Female,Children,Details,,,,,Date
0,,Cachar,1,1,0,0,"(Katigorah | 0), (Lakhipur | 0), (Silchar | 1), (Sonai | 0), (Udharbond | 0)",,,,,20-06-2022
1,,Darrang,1,1,0,0,"(Dalgaon | 0), (Mangaldoi | 1), (Patharighat | 0), (Sipajhar | 0)",,,,,20-06-2022
2,,Kamrup,2,1,0,1,"(Chamaria | 0), (Chaygaon | 0), (Goroimari | 0), (Hajo | 0), (Kamalpur | 0), (Kayan | 0), (North Ghy | 1), (Palashbari | 0), (Rangia | 1)",,,,,20-06-2022
3,,Tamulpur,1,1,0,0,"(Goreswar | 0), (Tamulpur | 1)",,,,,20-06-2022
4,,Udalguri,2,1,0,1,"(Harisinga | 0), (Kalaigaon | 0), (Khairabari | 1), (Mazbat | 0), (Udalguri | 1)",,,,,20-06-2022
5,,Total,7,5,0,2,,,,,,20-06-2022
