type,team,zone,location,landmark,lat,long
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Ravindra Bharathi Free Left,Ravindra Bharathi,17.40291,78.467868
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,"Intelligence Office, Lakdikapool",Opp HDFC U turn,17.40403,78.464597
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Necklace Rotary,Lucky hotel,17.404001,78.464581
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Opp : Lubmni Park,PV Narsimha Rao Marg,17.416762,78.465071
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Gun Park /PCR,Near Gun Park,17.400846,78.469886
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Compounding Booth,Old PCR,17.400412,78.470671
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,MRC Main Gate,MRC Main gate,17.409409,78.439082
MEDIUM,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Osman Gunj,Near Old PS Begum Bazar,17.377992,78.469271
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,CM camp office (starting flyover),BB-IV Gate,17.438473,78.457035
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,NFCL starting flyover,Opp. ICICI Bank,17.426099,78.450071
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Villa Marie College,Near entrance of villa Marie by lane,17.42305,78.46097
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Opp. Life style (Starting flyover Begumpet),Opp. Life style,17.4377,78.475
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Lakdikapul Rd, Saifabad","Venkateshwaaara hotel to HDFC
Bank",17.40517,78.46453
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Old PS Saifabad 
Khairtabad",Old PS Saifabad Khairtabad,17.41159,78.46468
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Shadan College , 
Khaitabad","Shadan College , Khaitabad",17.40942,78.46041
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Telugu Thalli 
(Medicity Hospital)",Telugu Thalli (Medicity Hospital),17.40751,78.46567
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Infront OF IMAX theater,Infront OF IMAX theater,17.41341,78.46567
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Opp Mental Hospital,Opp Mental Hospital,17.45057,78.43577
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Between SR. Nagar Community hall
to  L&O Ps.Sr. Nagar","Between SR. Nagar Community hall
to  L&O Ps.Sr. Nagar",17.44243,78.44564
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Prime Hospital , 
Near Mythrivanam","Prime Hospital , Near Mythrivanam",17.43794,78.44591
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Blakampet Petrol Pump,Blakampet Petrol Pump,17.43359,78.44972
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Near Lal Banglow, 
DK Road","Near Lal Banglow, DK Road",17.43581,78.45216
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"More Jewellers, 
Panjagutta","More Jewellers, Panjagutta",17.42853,78.45293
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Sheesh Mahal Theater, 
Ameerpet","Sheesh Mahal Theater, Ameerpet",17.43456,78.44798
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"D>G>P Residemce, 
Kundhan Bagh","DGP Residence, Kundhan Bagh",17.43472,78.45838
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Near Harsh Mess,Near Harsh Mess,17.4388,78.44291
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Sathyam Theatre 
Diversion",Sathyam Theatre Diversion,17.43768,78.44807
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Near Cm Camp Office,Near Cm Camp Office,17.4349,78.45417
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Panjagutta x Road, 
near Masjid","Panjagutta x Road, near Masjid",17.43106,78.45013
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Ansar Manzil, opp: More Super 
Market","Ansar Manzil, opp: More Super 
Market",17.41465,78.43628
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Nims Hospital,Nims Hospital,17.42212,78.45196
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Ameerpet near 
Charmas",Ameerpet near Charmas,17.43186,78.4476
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Dehlhi Wala Sweet House Towards
Shalimar Junction","Dehlhi Wala Sweet House Towards
Shalimar Junction",17.42798,78.4515
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Venkat Plaza, 
Panjagutta","Venkat Plaza, Panjagutta",17.428,78.45249
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"Panjagutta Starting 
Flyover",Panjagutta Starting Flyover,17.42568,78.45051
MEDIUM,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,"KLM Shoping Mall, 
Lakdilkapool","KLM Shoping Mall, Lakdilkapool",17.405352,78.464235
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,Peddamma Temple Kamman,Peddamma Temple Kamman,17.431462,78.406934
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Wilson store Turning Point to 
Spicy Avenue Restaurant, Rd. No. 36, J/Hills","Rd. No. 36, J/Hills",17.43303,78.417257
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Near Mantri bus stop ,
 Road No. 2, Banjara Hills towards J/hills check post",J/hills check post,17.481762,78.493934
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Opp ICICI Bank, Road No.12, Banjara Hills",opp ICICI Bank,17.41156,78.436055
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,Road No.13 Grave Yard,Grave yard,17.410016,78.446665
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,Taj Krishna Bus stop,opp Taj Krishna hotel,17.416731,78.448823
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,Opp Omega Hospital Bus stop,Omega Hospital,17.414574,78.424783
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,KBR Park Parking Slot-1,Parking Slot-1,17.423653,78.424538
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Sarvi Hotel Road no.11, Banjara Hills",Sarvi Hotel,17.413068,78.449372
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Administrative Staff College, SNT",SNT,17.427299,78.440911
MEDIUM,"18 -
KBR PARK",KHAIRATHABAD ZONE,TRS Bhavan,TRS Bhavan,17.415905,78.426058
MEDIUM,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"Erra Manzil Colony Rd,  ","Road 12 Banjara Hills 
opp Trafic PS",17.4174,78.45307
MEDIUM,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"Kaushik Society, Bhavani Nagar, 
Banjara Hills, ","VLCC Bus stop Towards From Bharat
hiya  Vidya Bhavan towards",17.4138,78.43042
MEDIUM,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,Trs Bhavan,Trs Bhavan,17.41594,78.42658
MEDIUM,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"Infront of Cinemax 
Theater Parking","Infront of Cinemax 
Theater Parking",17.42377,78.4278
MEDIUM,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"17.40016
78.41350","Seven Toms Rd in between Satya 
Colony",17.40016,78.4135
MEDIUM,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"S.R. nagar near 
Andhra bank lane",Near Umesh Chandra Statue,17.442189,78.44227
MEDIUM,"20
Serilingampally",SERILINGAMPALLY ZONE,Immunologics Colony,Immunologics Colony,17.450077,78.344575
MEDIUM,"20
Serilingampally",SERILINGAMPALLY ZONE,"Care Hospital, 
Dimond Hills","Care Hospital, Dimond Hills",17.430915,78.372824
MEDIUM,"20
Serilingampally",SERILINGAMPALLY ZONE,RaiDurg,RaiDurg,17.428915,78.375073
MEDIUM,"20
Serilingampally",SERILINGAMPALLY ZONE,Madhura Nagar Colony,Madhura Nagar Colony,17.42295,78.381402
MEDIUM,"20
Serilingampally",SERILINGAMPALLY ZONE,Biodeversity,Biodeversity,17.429887,78.373519
MEDIUM,"20
Serilingampally",SERILINGAMPALLY ZONE,Jayaberi Enclave,Jayaberi Enclave,17.448272,78.361422
MEDIUM,"21
Chandanagar",SERILINGAMPALLY ZONE,"Matrusry Nagar 
Miyapur X road",Matrusry Nagar Miyapur X road,17.496439,78.36382
MEDIUM,"21
Chandanagar",SERILINGAMPALLY ZONE,"Smr Vinay , Hafeez pet","Smr Vinay , Hafeez pet",17.49441,78.36523
MEDIUM,"22
RC PURAM",SERILINGAMPALLY ZONE,"Srinivas nagar 
Serlingampally",Srinivas nagar Serlingampally,17.485013,78.320678
MEDIUM,"22
RC PURAM",SERILINGAMPALLY ZONE,"Station Road 
Serlingampally",Station Road Serlingampally,17.485042,78.320824
MEDIUM,"23
MUSAPET",KUKATPALLY ZONE,IDA Kukatpally,IDA Kukatpally,17.476809,78.425873
MEDIUM,"23
MUSAPET",KUKATPALLY ZONE,"Soni Complex, IDA 
kukatpally","Soni Complex, IDA kukatpally",17.476809,78.425873
MEDIUM,"23
MUSAPET",KUKATPALLY ZONE,Kukatpally Phase - II,Kukatpally Phase - II,17.47501,78.41953
MEDIUM,"23
MUSAPET",KUKATPALLY ZONE,"Pragathi nagar , Moosapet","Pragathi nagar , Moosapet",17.47363,78.42247
MEDIUM,"23
MUSAPET",KUKATPALLY ZONE,Moosapet Road,Moosapet Road,17.472525,78.425582
MEDIUM,"24
KUKATPALLY
",KUKATPALLY ZONE,KPHB Circle,KPHB Circle,17.484223,78.389973
MEDIUM,"24
KUKATPALLY
",KUKATPALLY ZONE,"Borabanda, Joythi nagar","Borabanda, Joythi nagar",17.456826,78.405903
MEDIUM,"25
QUTHBULLA
PUR",KUKATPALLY ZONE,Surraram,Surraram,17.52774,78.477087
MEDIUM,"25
QUTHBULLA
PUR",KUKATPALLY ZONE,Quthubullapur,Quthubullapur,74.507793,78.463507
MEDIUM,"25
QUTHBULLA
PUR",KUKATPALLY ZONE,Bowenpally,Bowenpally,17.47498,78.47399
MEDIUM,"25
QUTHBULLA
PUR",KUKATPALLY ZONE,Jeedimetla,Jeedimetla,17.500426,78.477087
MEDIUM,"25
QUTHBULLA
PUR",KUKATPALLY ZONE,Jeedimetla Main Road,Jeedimetla Main Road,17.52774,78.438974
MEDIUM,"26
GAJULA
RAMARAM",KUKATPALLY ZONE,Jeedimetla Police Station,Jeedimetla Police Station,17.508689,78.448212
MEDIUM,"26
GAJULA
RAMARAM",KUKATPALLY ZONE,Sri Sai nagar Colony,Sri Sai nagar Colony,17.492444,78.451417
MEDIUM,"26
GAJULA
RAMARAM",KUKATPALLY ZONE,"Chandara nagar, Chintal","Chandara nagar, Chintal",17.489934,78.450591
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Alwal,Alwal,17.509024,78.517632
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Macha Bolarum,Macha Bolarum,17.510981,78.516231
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Old Alwal,Old Alwal,17.5094,78.507901
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Alwal,Alwal,17.51197,78.500107
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Vivekandnda Colony,Vivekandnda Colony,17.510963,78.516205
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,"GVR Arcade, Reddy Enclave","GVR Arcade, Reddy Enclave",17.50968,78.505825
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Jyothi nagar Bolarum Rd,Jyothi nagar Bolarum Rd,17.50939,78.507888
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Alwal Municipal Office,Alwal Municipal Office,17.504692,78.510795
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Cityzen Colony Rd,Cityzen Colony Rd,17.506834,78.498812
MEDIUM,"27
ALWAL",KUKATPALLY ZONE,Panchsheel Enclave,Panchsheel Enclave,17.516896,78.490289
MINOR,"1-
Kapra",LB NAGAR ZONE,Moula Ali,Moula Ali,17.46618,78.563519
MINOR,"1-
Kapra",LB NAGAR ZONE,"As Rao Nagar 
Swamik nagar","As Rao Nagar 
Swamik nagar",17.480944,78.555642
MINOR,"1-
Kapra",LB NAGAR ZONE,"Kushaiguda 
Sai nagar","Kushaiguda 
Sai nagar",17.480236,78.578267
MINOR,"1-
Kapra",LB NAGAR ZONE,"Kushaiguda 
Krishna Reddy Colony","Kushaiguda 
Krishna Reddy Colony",17.480247,78.578359
MINOR,4-LB Nagar,LB NAGAR ZONE,Hastinapuram,Hastinapuram,17.335969,78.551418
MINOR,5-Saroornagar,LB NAGAR ZONE,Kamala Nagar,Kamala Nagar,17.368376,17.368376
MINOR,5-Saroornagar,LB NAGAR ZONE,Huda Colony,Huda Colony,17.363353,78.543337
MINOR,5-Saroornagar,LB NAGAR ZONE,"Kothapet, DocotrsColony","Kothapet, DocotrsColony",,
MINOR,5-Saroornagar,LB NAGAR ZONE,"Opp. JC Bros, Dilsukh Nagar",Near Kamala Hospital,17.368361,78.522911
MINOR,06 -MALAKPET,CHARMINAR ZONE,"Metro Station New Market, 
 Old Malakpet,",Surksha Hospital,17.37329,78.503239
MINOR,06 -MALAKPET,CHARMINAR ZONE,"besides moon function hall,
 Safa Plaza",Ashrafnagar,17.375519,78.496908
MINOR,06 -MALAKPET,CHARMINAR ZONE,Opp L&O PS Malakpet,Musarambagh Metro,17.370711,78.512108
MINOR,06 -MALAKPET,CHARMINAR ZONE,RUB Azampura,Near Azampura Chaman,17.37374,78.493678
MINOR,06 -MALAKPET,CHARMINAR ZONE,Dabeerpura Darwaza ,Near Dabeerpura Darwaza,17.368077,78.485108
MINOR,"7-
SANTHOSH NAGAR",CHARMINAR ZONE,Champapet,,17.348807,78.514469
MINOR,"7-
SANTHOSH NAGAR",CHARMINAR ZONE,Drdl road,Kanchanbagh,17.335853,78.499359
MINOR,"8
chandrayanagutta",CHARMINAR ZONE,Chandrayangutta X Road,Kumar Basthi,17.326682,78.477042
MINOR,"8
chandrayanagutta",CHARMINAR ZONE,Uppuguda,"Gowlipura road, 
Lakshminayar Colony",17.342896,78.478286
MINOR,"8
chandrayanagutta",CHARMINAR ZONE,Drdl road,Santhosh Nagar,17.338411,78.499128
MINOR,"09 -
CHARMINAR",CHARMINAR ZONE,"Shah Ghouse Hotel, Shalibanda",Shah Ghouse Hotel,17.347896,78.470931
MINOR,"09 -
CHARMINAR",CHARMINAR ZONE,High court backside gate no.2 & 3,Between gate no.2 & 3,,
MINOR,"10 -
FALAKNUMA",CHARMINAR ZONE,Hashamabad,Chandrayangutta entrance Bridge,17.32885,78.47404
MINOR,"10 -
FALAKNUMA",CHARMINAR ZONE,"Shamsheer gunj, Falaknuma",Near Balaji Sweet House,17.34268,78.469247
MINOR,"10 -
FALAKNUMA",CHARMINAR ZONE,Shastripuram X roads,Shastripuram,17.335671,78.446593
MINOR,"10 -
FALAKNUMA",CHARMINAR ZONE,Danamma Huts,Opp. Idly Hotel,17.336767,78.449345
MINOR,15-Musheerabad,SECUNDERABAD ZONE,Himayatnagar,"Indira Park Rd, Jawahar Nagar",17.40937,78.488981
MINOR,15-Musheerabad,SECUNDERABAD ZONE,Lower Tankbund Near Snow World,Near Snow World,17.414007,78.479256
MINOR,15-Musheerabad,SECUNDERABAD ZONE,Mekala Mandi CGO Towers,Near CGO Towers.,17.423406,78.494583
MINOR,16-Amberpet,SECUNDERABAD ZONE,Bagh Lingampally,"Narayanguda Rd, Chitrapuri Colony",17.397022,78.495181
MINOR,"28
Malkajgiri",SECUNDERABAD ZONE,Vimala Devinagar Colony,"Vimala Devi Nagar Colony, 
Malkajgiri",17.45702,78.536565
MINOR,"28
Malkajgiri",SECUNDERABAD ZONE,Moula Ali Road,"Ulfat Nagar, Sairam Nagar, 
Moula Ali",17.459743,78.557469
MINOR,"28
Malkajgiri",SECUNDERABAD ZONE,Malkajgir Road,"Malla Reddy Building, 
 RK Nagar Colony, Malkajgiri",17.457511,78.536586
MINOR,"28
Malkajgiri",SECUNDERABAD ZONE,Hotel Swagath Grand,"Lakshmi Bhavan, Main Road, 
RK Nagar Colony, ",17.456596,78.536349
MINOR,"28
Malkajgiri",SECUNDERABAD ZONE,MJ Colony,"ECIL Main Rd, SP Nagar, 
Eshwar Nagar Colony",17.464803,78.56209
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Punjagutta,Punjagutta,17.42968,78.45605
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Begumpet,"Nizamia Observatory Rd,
 Greenlands,Ameerpet",17.43408,78.45134
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Ramoji Office Begumpet,"Begumpet Rd, Begumpet,",17.44304,78.45955
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Begumpet,"Begumpet Rd, Prakash Nagar,",17.44469,78.4673
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,"Greenland Road,Begumpet","Greenlands Rd, 
Nishat Bagh Colony,",17.42931,78.45604
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Teacher's Colony Begumpet,"Teachers Colony, Greenlands",17.43375,78.45712
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,"YMCA Flyover Starting & Ending 
opp; DCP Office, North Zone","Zehra Nagar Colony, Purani Haveli,",17.36827,78.48253
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Old Gandhi Hospital,"near Parcel Office Secunderabad, 
Monda Market, Shivaji Nagar",17.43287,78.49756
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,In Fornt of Nissam Show Room SP Road,"Hyderbasthi, Rani Gunj",17.43216,78.48896
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,"Bomby Hotel, Ranigunji X road",M.G.RD;SECUNDERABAD,17.43326,78.48866
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Ranigunj Depot. Near Karbala Junction,"James Street Station ,
 Karbala Maidan,

",17.43309,78.48652
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,"P&T Flyover Ending in front of 
Nandini Hotel",Begumpet,17.44516,78.46714
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,CTO Junction,"Begumpet Rd, Prakash Nagar,",17.44484,78.46735
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,"MG Road, Gandhi Statue","Hardy Complex, Krishna Reddy Nagar",17.43949,78.48869
MINOR,"30 -
CM CAMP OFFICE",SECUNDERABAD ZONE,Rocha Bazar towards Ranigunj,"Mahatma Gandhi Rd, Tobacco Bazar,",17.43691,78.48884
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,Near Pulla Reddy college Pillar No. 23,PVNR Pillar No. 23,17.394759,78.436913
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,Masab Tank Bus stop,Masab Tank flyover,17.40416,78.452274
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,Kattamaisamma,Under Masab Tank flyover,17.401298,78.451435
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,Masab Tank Fly over at Mahavir Hospital,Polytechnic College,17.403182,78.457168
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,YES Bank ATM at NMDC road,NMDC road,17.398851,78.448275
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,"Laxmi Nagar down Ramp, Pillar No. 77",Pillar No. 77 PVNR way,17.38494,78.42942
MINOR,"12 -
GUDIMALKAPUR",KHAIRATHABAD ZONE,Rethibowli Jn,Opp. Army Gate,17.39581,78.43261
MINOR,"13 -
KARWAN",KHAIRATHABAD ZONE,"Near Premia Academy, Beside Suguna Garden Function Hall, Langer House",Beside Suguna Garden Function Hall,17.37695,78.42787
MINOR,"13 -
KARWAN",KHAIRATHABAD ZONE,Bapught U Turn towards Tippu Khan,Bapughat U Turn,17.37298,78.41366
MINOR,"13 -
KARWAN",KHAIRATHABAD ZONE,"In front of Sulabh Complex, beside Bapughat Fruit Market",Beside Bapughat Fruit Market,17.37295,78.41165
MINOR,"13 -
KARWAN",KHAIRATHABAD ZONE,Andhra Flour Mill,Opp. Indian Oil Petrol Pump,17.3924,78.42405
MINOR,"13 -
KARWAN",KHAIRATHABAD ZONE,"Laxmi Nagar up Ramp, Pillar No. 77","Pillar No. 77, PVNR way",17.385,78.42965
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,"Uday Omini Hospital, Chapel Road","Opp. Uday Omini Hospital, Chapel Road",17.39707,78.472572
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,"Jagdish Market entrance, Chirag Ali Lane",Beside T.S. Industrial Development Office,17.392182,78.474564
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,"HP Petrol Pump, near Hyd. Collector Office",Opp. Hyderabad University,17.388669,78.474237
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Opp. KJ Apartments King Koti,Near King Koti X Road,17.393889,78.479155
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Nizam College  Gate No. 4,Near Basheerbagh towards King Koti Road.,17.400361,78.47663
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,"Mehdi Function Hall, Lakdi ka pul.",Mehdi Function Hall,17.403001,78.460744
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Ambedkar Statue to Telugu Thalli,Beside amogham hotel,17.411495,78.471439
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Telugu Thalli slip Road/Bus stop,Telugu Thalli Bus stop,17.408296,78.471722
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Bazarghat,Bazarghat X Road,17.394092,78.462566
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,Under Metro Station Nampally,"Near Bus Bay, Public Garden, Opp Haj House",17.396865,78.470876
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,CBS,Mamta Darshani Hotel,17.379277,78.483896
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,DMHS X Road,Womens collage,17.384745,78.487490
MINOR,"14 -
ASSEMBLY",KHAIRATHABAD ZONE,"Rangamahal, near HP Petrol Pump",Kranthi Bar,17.380713,78.485544
MINOR,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,ADP office,ADP office,17.4206,78.458
MINOR,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Skoda show room,Skoda show room,17.42367,78.45845
MINOR,"17 -
RAJBHAVAN",KHAIRATHABAD ZONE,Murugan  Hospital,Murugan  Hospital,17.4224,78.45485
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Madhapur Arch, Junction","Madhapur Arch, Junction",17.438572,78.399317
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Croma by lane Road No. 36, J/Hills","Croma by lane Road No. 36, J/Hills",17.435655,78.401368
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Beside Dominos , Road No. 5, J/Hills","Dominos , Road No. 5, J/Hills",17.429113,78.421465
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,Command Control Centre,ICCC,17.414001,78.427101
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Star Hospital, Road No.10, B/Hills",star hospital,17.415576,78.445003
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Hanuman Temple, Near LV Prasad Hospital, Road no.2, Banjara Hills",LV Prasad Hospital,17.424023,78.428338
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"Park Hayat Hotel/Rainbow Hospital, Road no.2,  Banjara Hills",Park Hayat Hotel,17.424579,78.430887
MINOR,"18 -
KBR PARK",KHAIRATHABAD ZONE,"ATM centre, Srinagar colony",Srinagar colony park,17.430103,78.439807
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"Ramdevguda abutting to Military 
compound Wall","Ramdevguda abutting to Military 
compound Wall",17.37557,78.39107
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"At Bharath Petrol Pump Shaik pet 
Narayanamma College towards","At Bharath Petrol Pump Shaik pet 
Narayanamma College towards",17.410898,78.399837
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,VST Colony,VST Colony,17.426751,78.446782
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,Opp. Furniture world,Near TATA Capital,17.426990,78.446433
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"Opp ESI, Vijaya laxmi temple, nearby Darga.",Near ESI Hospital,17.448534,78.43735
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,Balkampet near new bridge,Balkampet           New Bridge,17.450148,78.450293
MINOR,"19 -
YOUSUFGUDA",SERILINGAMPALLY ZONE,"Opp Bhavani medical agency, Mothi nagar, borabanda",Mothi Nagar Signal,17.2721,78.2454
