,infrastructure damaged - others,District,Other Details,Date
0,,Nagaon,Raha - Irrigation Canal/Scheme Damaged | A boundary wall measuring about 15 meters of Jarabari Putakolong to Motharbori DTW Scheme which is situated at Putakolong village was washed away by flood water submitted by Raha Sub Division (Irrigation )Raha Dtd-30.07.2022,30-07-2022
1,,Sivasagar,"Sonari RC part - Protection Bundh Damaged | Sluice gate damaged of Ghurachuwa Gaon Borboruah moidam area on Disang River dated 29/07/2022 lat. 26*59'23""N Long. 94*47'12""E",30-07-2022
