,infrastructure damaged - others,District,Other Details,,,,,,,,,Date
0,,Baksa,"Baska - Power Dept. Poles | One LT pole broken at village Amarabati due to uprooting of a tree on 1/8/2022. Co-ordinate: 26.6693, 91.354771,  Culvert Approach Road Damaged | Culvert & Culvert approach road damage at CC Block road at Dihira Post Office to Bhutankhuti road at village Dihira on 31/07/2022. Co-ordinate: 26.745362, 91.373698",,,,,,,,,01-08-2022
1,,Chirang,"Bijni - Culvert Approach Road Damaged | As reported by PWD, Chirang (R&B), Hume pipe culvert damaged and approach eroded at Malipara of Bijni Batabari to Malipara Road. Length=17.00 mtr, Breadth=7.50 mtr, Depth=4.00 mtr. Date of Occurrence=31-07-2022. Latitude=26.564962 Longitude=90.622193.",,,,,,,,,01-08-2022
2,,Lakhimpur,Bihpuria - Power Dept. Poles | 2 nos. of LT poles damaged and 1 no. of LT pole submerged due to heavy,,,,,,,,,01-08-2022
3,,,"rainfall as reported by officials of APDCL, Nowboicha ESD on 1st August 2022.,  Dhakuakhana - Bamboo Foot Bridge | Cold weather bridge no. 1/1 at Dimaruguri Panchayat to Lepong damaged on 01/08/2022 as reported by Dhakuakhana Territorial Road Division, Ghilamara,  Subansiri - Culvert Approach Road Damaged | AS REPORTED BY THE DHAKUAKHANA TERRITORIAL ROAD DIVISION, GHILAMARA THE APPROACHES OF RCC BOX CULVERT NO. 13/1 AT LEJUA ON GOGAMUKH GHILAMARA ROAD IS DAMAGED (L- 40 MTR) ON 01-08-2022.,  Power Dept. Conductors | AS REPORTED BY THE APDCL, GHILAMARA, on 01/08/2022, 3 KM CONDUCTOR DAMAGED AT TRISHUL VILLAGE,  Power Dept. Poles | AS REPORTED BY THE APDCL, GHILAMARA, on 01/08/2022, 4 NOS POLE DAMAGED AT TRISHUL VILLAGE,  Power Dept. Transformers | AS REPORTED BY THE APDCL, GHILAMARA, on 01/08/2022, 1 NOS TRANSFORMER DAMAGED AT TRISHUL VILLAGE",,,,,,,,,01-08-2022
4,,Majuli,Majuli - Power Dept. Poles | 1 No. LT PSC pole fell down at Rangachahi on 31/07/2022.,,,,,,,,,01-08-2022
