,infrastructure damaged - others,District,Other Details,Date
0,,Bajali,"Sarupeta - PWSS Damaged | Pipeline , Cleaning and Washing of UGR and Development of Deep tubewell , FHTC are damaged at Bilashipara Pathar,Latitude-26.53862 Longitude-91.026902 ,This report is received from AEE(PHE),Barpeta PHE Sub division,Barpeta as on 3/7/2022.,  PWSS Damaged | Pipeline , Cleaning and Washing of UGR and Development of Deep tubewell , FHTC are damaged at Guagacha,Latitude-26.53874 Longitude-91.02679 ,This report is received from AEE(PHE),Barpeta PHE Sub division,Barpeta as on 3/7/2022.",03-07-2022
1,,Bongaigaon,"Boitamari - Agri Bundh Damaged | Earthen bundh cum road from PWD road to Khoimuddin house, 75 Mtrs, Lat- 26.261925 Long- 90.529565. Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.,  Agri Bundh Damaged | Eearthen bundh cum raod from Sukkur Ali house to Ajahar Ali house. 20 Mtrs, Lat- 26.270515 Long- 90.546208, . Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.,  Agri Bundh Damaged | Earthen field bundh at Jhaukura Pt-II South, 0.4km, Lat-26.25 Long-90.44, Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.,  Manikpur - Fisheries/Pond | Renovation of community fishery tank with plantation of Bhandara Hafiziya Madrassa 0.05 km. Lat-26.440623 Long-90.737351, Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.,  Raised Plateform Damaged | Rep. Of raising platfrom at 6 No. Bhandara 0.03km Lat-26.423440 Long-90.738780, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Anti erosion bundh from Saher Ali house to Usman Gani house at Lungjhar on river Manas Ph-l, 0.06km Lat-26.484584 Long-90.787571, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Anti erosion Marginal bundh from Salmara kali Mandir to Dulani at Barbakhra Ph-l house to Usman Gani house at Lungjhar on river Manas Ph-l, 0.08km Lat-26.488681 Long-90.729525, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril bundh from NH- 31 anti erosion bundh at Bhatipara, 0.09km, Lat-26.470874 Long-90.775898, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril bundh from Daneswar Ray house to paddy field at Bhatipara,0.09km Lat-26.464399 Long-90.779122, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril bundh from NH-31 to Manikpur G.P boundary at Bhatipara, 0.12km Lat- 26.470832 Long-90.782407, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril cum bandh from Mohadev Rajbongshi house to paddy field , 0.09 KM Lat-26.421626 Long-90.801077, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril cum bandh from Kalitapara Kirtan Ghar to paddy field near Babulal house, 0.1 KM, Lat-26.432169 Long-90.787606, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril cum bandh from Rest house to Adlaguri Notunpara Samshan Ghat , 0.15 KM, Lat-26.426404 Long-90.805564, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril cum bandh from Abdul Mannan house to paddy field via A Ahmed house, 0.1 KM,Lat- 26.401774 Long-90.825634, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril cum bandh from Pub Nowagaon Chawk to Fajal Ali house, 0.07 KM, Lat-26.407633 Long-90.844995, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Earthen graded bundh with protection measures at no 2 Bashbari, 0.8 KM, Lat-26.416667 Long-90.75212, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | A/B from Abiran house to parghat via Ashan Ali house at No 5 Bashbari , 0.15 KM, Lati-26.409049 Long- 90.771778, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | . Agril Bundh from No 3 Bashbari to No 5 Bashbari village via Minhas Ali house, 0.2 KM, Lat-26.413695 Long-90.766768, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | A/B frm Zilani LP School to Johoruddin house via 4/7 No Bashbari MEMadrassa 4 Bashbari , 0.15 KM Lat-26.399788 Long- 90.759062, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | . 3 Bashbari agril bundh to mora manas river via gazibar rahman & siddique master house, 0.2 KM Lat-26.411949 Long-90.77359, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | A/B from No5 Bashbari parghat to No7 Bashbari at No 5/6 Bashbari, .17 KM, Lat-26.405625 Long-90.770765, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril bundh No.2Bashbari Kali Mondir to PMGSY rd via Sub Centre, 0.25 KM Lat-26.410231 Long-90.754221, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril bundh from Sibir to singarghat at No 3 Salabila, 0.2 KM, Lat-26.42551Long- 90.757879, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | A/B from Abul Kalam Azad house to Moramanash via Tataz Ali house at No 4 Bashbari , 0.09 KM, Lat-26.396775 Long- 90.755637, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Agril Bundh from No 3 Bashbari Habezuddin house to Nazrul house at no 3 Bashbari , 0.2 KM, Lat-26.406618 Long-90.760822, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022 ,  Agri Bundh Damaged | A/B from No 3 Bashbari Masjid to Manash River via Eausop Ali house, 0.18 KM, Lat-26.410606 Long-90.757318, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022 ,  Agri Bundh Damaged | Earthen graded bundh for community from Jaharul Islam house to abu Sama house at 6 No. Jamdoha0.06 km Lat-26.43473 Long- 90.706147, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Agri Bundh Damaged | Earthen graded bundh for community from PMGSY rd to Korim Ali house at No. 1 Bhandara, 0.25km, Lat-26.438834 Long- 90.738543, Reported by Zila Parishad, Bongaigaon Dated-01.07.2022,  Dangtol - Agri Bundh Damaged | Earthen Bundh on Mora nodi Champa near kabarsthan at lingdoba 0.1 km, Lat-26.354442 Long-90.444443, Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.,  Agri Bundh Damaged | Agril earthen field bandh cum from bhitor Chengmari PWD road to Ashraful house via PWD rd 0.1km, Lat- 26.378989 Long- 90.463063. Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.,  Agri Bundh Damaged | Agril Earthen Bundh from abdul latif House to Sofiur Ali House 0.005km, Lat- 26.368852 Long- 90.434243. Reported by Zila Parishad, Bongaigaon Dated-01-07.2022.",03-07-2022
2,,Cachar,"Katigorah - Irrigation Canal/Scheme Damaged | Instalation of 990 Nos. Tube Well Scheme under PMKSY-HKKP-Access to ground water (PH-II) under 14-Borkhola LAC, 11-Dholai LAC, 15-Katigorah LA, 13-Lakhipur LAC, 10-Sonai LAC, 9-Silchar LAC- & 12-Udharbond LAC( 251 NOS. Solar TW & 739 NOs. Electrical TW) Under Silchar Division I, Silchar, as per report received from Borkhola Katigorah Division (Irrigation), Borkhola, as on dated 01.07..2022",03-07-2022
3,,Hailakandi,"Hailakandi - PWSS Damaged | Nitainagar I(A) PWSS submerged Long- 92.618692 Lat- 24.718821 under Hailakandi Rev. Circle dtd. 21.06.2022,  PWSS Damaged | Monacherra Grant PWSS submerged Long- 92.549865 Lat- 24.603437 under Hailakandi Rev. Circle dtd. 21.06.2022",03-07-2022
4,,Hojai,"Doboka - Agri Bundh Damaged | P&RD Department Const of Agril Road from Chikamari Railway Gate to Jamuna Bridge (JAMUNAMUKH G.P) Major Damaged lat. 26.1018, Lang 92.74607 Area Damaged 1695 Sq. Ft. on dated 17/06/2022,  Bamboo Foot Bridge | P&RD Department Name of Scheme Const. of Embankment from Jamunaguri LP School to Foot Bridge (JAMUNAMUKH G.P),Major Damaged ,Latitude-26.101376 Longitude- 92.756898, Area of Damaged –2400 Sq. Ft, On dated 17/06/2022 Under Binnakandi Development Block ,  Bridge Approach Road Damaged | P&RD Department Name of Scheme -Const. of Embankment from PWD Bridge to River Jamuna via Hifjur rahman Land (SARLOCK G.P) Major Damaged, lat. 26.0824 long. 92.804207area of damaged 1400 Sq. Ft.on dated 17/06/2022,  Bridge Approach Road Damaged | P&RD Department Name of Scheme Const. of Embenkment from Tila Bari to Bongaon Jame Maszid (SARLOCK G.P)Major damaged lat. 26.102528 long. 92.787698 area of damaged 900 Sq. Ft.on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Const of agril bundh from DBK-JMK rd to Abdul Matlib house with culvert (SARLOCK G.P)Minor damaged,lat. 26.091024 long. 92.780413 area of damaged 460 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Agril bundh from jmk pwd road to paddy field via bengsori tiniali (Baliram) Major damaged lat. 26.1000073 long 92.770412 arae damaged 1850 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme -Const of Flood Control bundh fro Sia Ram house to Samsul Hoque House paddy field via Abdul Hannan (Changmaji) Major damaged lat. 26.109642 long. 92.793376 area of damaged 1542 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Construction of Agribundh from Nobab Ali land to Nikhari River for flood protection (Baliram)Major damaged lat. 26.130617 long. 92.758051 area of damaged 1800 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Const. of Agribundh from Katagaon Rajali road to near Mantaj Begum house(Baliram)Major damaged lat. 26.113077 long. 92.756513 area of damaged 1650 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Protection bundh from Nikhari river rafique ullah paddy field to Mubarak Ullah motor pump (Changmaji)Major damaged lat. 26.0621 long. 92.4827 area of damaged 2640 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Const. of Agril Bandh from Samsul Hoque (Henja) house to Abdul Latif house (Changmaji) Major damaged lat. 26.062 long. 92.4805 area of damaged 1223 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Agril Bandh from Musen Haji House to Hobibur Rahman house via uttar Janghol Block Jame Maszid,W/9 (Changmaji) Major damaged lat. 26.10489 long. 92.81177 area of damaged 1888 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Improvement of Agril Bundh cum domestic Farm Animal passes way from Abdul Kasim House to Bhelowguri (Bhelouguri) Minor damaged lat. 26.128628 long 92.77999 area of damaged 1114 Sq. Ft. on dated 17/06/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Const. of agril bandh from Patiapathar PWD rd. to Bilal uddin House (Nagayapam) Major damaged lat. 26.139963 long. 92.72804 area damaged 2000 Sq. Ft. on dated 17/07/2022,  Agri Bundh Damaged | P&RD Department Name of Scheme Const. of Agril. Bandh from Pachim Bherbheri to Madhya Bherbheri with box culvert (Nagayapam) Major damaged lat. 26.13842 long. 92.738857 area damaged 2400 Sq. Ft. on dated 17/06/2022,  Protection Bundh Damaged | P&RD Department Name of Scheme Canst of Flood Protetion Bandh From Pachim Bhaerbheri Tiniali To Nikhaeri River(Nagayapam) Major damaged lat. 26.139963 long. 92.728064 area damaged 1820 Sq. Ft. on dated 17/06/2022,  Road Breaches | P&RD Department Name of Scheme Rep of embankment 4m Kawoi mari gat to Potiya pam border with bolder prtctn.(Nagayapam) Major damaged lat. 26.145214 long. 92.707265 area of damaged 1600 Sq. Ft. on dated 17/06/2022,  Protection Bundh Damaged | P&RD Department Name of Scheme Repairing of embankment 4m Nikhari Bridge to 2 no irrigation Pump with bolder protection((NagayapamGP) Minor damaged lat. 26.138076 long. 92.758338 area of damaged 1400 Sq. Ft. on date 17/06/2022,  Protection Bundh Damaged | P&RD Department Name of Scheme Repairing of embankment 4M Nikhari Bridge to Baliram GP Border with bolder protection.(NagayapamGP) Minor damaged lat. 26.137935 long. 92.758582 area of damaged 1200 Sq. Ft. on dated 17/06/2022",03-07-2022
5,,Karimganj,"Nilambazar - Secondary Schools Damaged | Due to flood, concerned Head Teacher/Master of their respective institutions reported on 03/07/2022 that, 3 Nos. (1.Kahgail High School, Chatal, 2. Gunomoyee Girls' High School, Nilambazar, 3.Shah Jalal High School, Keutkuna) got partial damaged. ,  RK Nagar - Anganwadi Centres Affected | Total 31 no's Anganwadi centers Partly damaged during Flood wave of 2022, as reported CDPO R.K. Nagar, ICDS Project, on date - 01-07-2022.,  Health Sub-Centre | Baruala Sub centre Floor damaged and roof fully damaged , Birgram Sub centre Floor damaged, Fakua H & WC Floor and wall damaged, Nagendra nagar Sub centre Floor damaged , Debodwar Sub Centre Floor Damaged, Lamaratabari Sub Centre Floor Damged occoured during flood wave 2022, as reported by joint Director Health Services come Member Secretary Dist. Health Society, Karimganj on Date- 01-07-2022. ,  Public Health Centre (PHC) | Doloo MPHC Floor damaged, as reported by joint Director Health Services come Member Secretary Dist. Health Society, Karimganj on Date- 01-07-2022.",03-07-2022
6,,Kokrajha,(Kokrajhar) At District - Damaged SPT Bridge | AS REPORTED BY EXE. ENG. PWD KACHUGAON RURAL,03-07-2022
7,,r,"ROAD SUB-DIVISION ON 24.06.2022, IMMEDIATE RESTORATION OF SPT BRIDGE NO 1/3 WASHED OUT LENGHT 30.00M ON NH 31(C) TO HATIGHAR PART-II ROAD.,  Damaged SPT Bridge | AS REPORTED BY EXE. ENG. PWD KACHUGAON RURAL ROAD SUB-DIVISION ON 24.06.2022, IMMEDIATE RESTORATION OF SPT BRIDGE NO 1/3 WASHED OUT LENGHT 60.00 M ON PWD ROAD NASHRAIBIL SANTAL BASTI TO DOLGAON AD JOINT VILLAGE. 31(C) TO HATIGHAR PART-II ROAD.,  Culvert Approach Road Damaged | AS REPORTED BY EXE. ENG. PWD KACHUGAON RURAL ROAD SUB-DIVISION ON 24.06.2022, IMMEDIATE RESTORATION OF CULVERT NO. 6/2 APPROACH DAMAGED AT 6 KM ON KACHUGAON BHOWRAGURI ROAD AT KASHIMARI VILLAGE ROAD",03-07-2022
8,,Lakhimpur,"Kadam - Protection Bundh Damaged | Diversion of channel and Flood Protection bundh at Gumnadi , Severe rain cut and bundh damaged at several places. Need repairing of around 300 mtrs length, informed by BDO, Boginadi Dev. Block, dated-03/07/2022",03-07-2022
9,,Majuli,"Majuli - Spot Sources Damaged | A spot source damaged under a CWPP scheme in Chayani Miri NC on 03.07.2022, which was submerged on 30.06.2022. Filter units (4 nos.) brokedown and the foundation wall along with boundary fencing damaged. Lat: 26.908618 Long: 93.903192,  Anganwadi Centres Affected | One Anganwadi centre i.e; Konkurmukh AWC damaged on 02.07.2022, which was submerged on 19.06.2022 and reported on 20.06.2022 in FRIMS.",03-07-2022
