,infrastructure damaged - others,District,Other Details,Date
0,,Baksa,"Baska - Culvert Approach Road Damaged | DUE TO HEAVY RAIN SUZIT NARZARY ROAD AT 2NO KATLIGAON RAVA SUPA SLAB CULVERT APPROACHE DAMAGED ON DT. 16/06/2022 91°21'37.31""E 26°38'49.07""N at Village Katligaon Rabha Supa,  Culvert Approach Road Damaged | DUE TO HEAVY RAIN SILPATA TO POLASH CHAWK VIA DWIMUGURI ROAD CULVERT APPROACHE DAMAGED ON DT. 16/06/2022 91°21'43.83""E 26°41'3.83""N at Village Motipur DWIMUGURI ,  Culvert Approach Road Damaged | DUE TO HEAVY RAIN KAREMURA TO NIKASHI ROAD HP CULVERT DAMAGED ON DT. 16/06/2022 91°18'3.83""E 26°34'23.34""N at Village Choudhiritrop,  Culvert Approach Road Damaged | DUE TO HEAVY RAIN BATHOPURI TO KOLA CHAWK ROAD SLAB CULVERT DAMAGED AT MOTIPUR ON DT. 16/06/2022 91°21'30.05""E 26°40'36.68""N at Village Amarabati,  Culvert Approach Road Damaged | DUE TO HEAVY RAIN GARAMDEW TO BHEBARI ROAD AT PATABARI SUPA CULVERT APPROACHE DAMAGED ON DT. 16/06/2022 91°18'46.62""E 26°40'1.21""N at Village Geramdeu,  Culvert Approach Road Damaged | DUE TO HEAVY RAIN GARAMDEW TO AMRAGURI ROAD CULVERT APPROACHE DAMAGED ON DT. 16/06/2022 91°18'12.39""E 26°39'56.91""N at Village Garamdew Amraguri,  Culvert Approach Road Damaged | DUE TO HEAVY RAIN UZIRBARI SLAB CULVERT APPROACHE ERODED ON DT. 15/06/2022 91°18'7.58""E 26°38'31.38""N at Village Ujirbari,  Culvert Approach Road Damaged | ROAD & CULVERT SIDE DAMAGED AT L36 to SANGBAN KHUTI ROAD UNDER PMGSY ON DT. 15/06/2022 91°21'40.45""E 26°37'25.75""N at Village Bunbari,  Culvert Approach Road Damaged | ROAD & CULVERT DAMAGED ON NUSHALPUR TO PURAN MUSHALPUR ROAD AT ATHIABARI ON DT.15/06/2022 91°17'21.66""E 26°35'55.01""N at Village Pub Athiabari,  Culvert Approach Road Damaged | CULVERT APPROACHE DAMAGED ON LAFAKUCHI TO BHURKUCHI SUPA PWD ROAD ON DT. 15/06/2022 91°18'29.41""E 26°38'19.52""N at Village Laphakuchi,  Culvert Approach Road Damaged | Mushalpur to Thomna Road Slab culvert 1 slab damaged and one Culvert Approch damaged ON DT. 15/06/2022 91°19'31.10""E 26°38'46.08""N at Village Sirisbari,  Irrigation Canal/Scheme Damaged | Jiaguri FIS - The D/S guide bund along with protection works are completely damaged and U/S afflux bund protection work is partially damaged on 17-06-2022. co-ordinates 26.685558, 91.362254 ,  Irrigation Canal/Scheme Damaged | Dekadong FIS - The canal system (specially at MRD-I) At some changes are damaged & Hume pipe aqueduct is damaged 17-06-2022. co-ordinate 26.693771, 91293476/ 26.703664, 91.305508,  Irrigation Canal/Scheme Damaged | Sirisbari FIS - The earthen canal at some changes are damaged, 17-06-2022 Co-ordiante 26.636306, 91.338764,  Irrigation Canal/Scheme Damaged | Tatlapara FIS- The gate and U/S afflux bund is partially damaged, 17-06- 2022 Co-ordinate 26.657936, 91.287310,  Irrigation Canal/Scheme Damaged | Ghogla (Laphakuchi) FIS- U/S afflux bund is partially affected, 17-06-2022 Co-ordinate 26.63383, 91.306015,  Irrigation Canal/Scheme Damaged | Puran Goldingpara FS- Gate damaged and D/S afflux bund with protection work is affected, 17-06-2022 Co-ordinate 26.595483, 91.319597",18-06-2022
1,,Barpeta,"Baghbar - Elementary Schools Damaged | 1349 NO BHERA LPS IS Eroded (18-6-2022),  Kalgachia - Anganwadi Centres Affected | As per report received from CDPO office on 17/06/22(evening) total 41 nos of AWC are submerged by ongoing flood, they are- 1. 116 No Bartari(B),Bartari 2. 119 no chandmama(A), chandmama 3.174 No. Garalipam(C), Garalipam, 4.170 No Rampur(D), Rampur, 5. 168 No Bonghugi(D), Bonghugi, 6. 128 No Jawrimari(A), Jaurimari, 7. 13 No Guileza(A), 8. 12 No Guileza(A), 9.14 No Guileza(c), 15. 50 No Dimapur(A), 16. 153 No Dimapur(B), 17. 47 No Ginialguri(A), 18. 208 No Gunialguri(E), Gunialguri, 19. 45 No Kalgachia(C), Kalgachia, 20. 206 No Kalgachia Uttar, Kalgachia, 21. 151 No Kalgachia(E), Kalgachia, 22. 49 No Gunialguri(C), Gunialguri, 23. 140 No Lachanga(E), Lachanga, 24. 142 No Bachimari(B), Bechimari, 25. 22 No Lachanga(A), Lachanga, 26. 25 No Lachanga (D), Lachanga, 27. 244 No Kaurjahi Pub Char, Kaurjhi, 28. 27 No Bechimari(A), Bechimari, 29. 197 No srirampur (B), Srirampur, 30. 33 No Srirampur, Srirampur, 31. 200 No Galia(D), Galia, 32. 245 No Kasukati Char, Kasukati, 33. 27 No Bechimari(A), Bechimari, 34. 199 No Bechimari(C), 35. 31 No Golia (B), galia, 36. 32 No Kasukati, Kasukati, 37. 159 No Balarpather(D), Balarpather, 38. 64 No Balarpather (A), Balarpather, 39. 73 No Dabandia (B), Dabandia, 40. 270 No Langla Paschim, Langla, 41. 84 No Bagulamari(B), Bagulamari. ,  Health Sub-Centre | As per report received from health dept on 18/06/22 , due to heavy rain total 3 nos of SC are submerged, they are- 1. Monakacha SC, Monakacha, 2. Pub Galia SC, Galia, 3. Charcharia SC, Charcharia,  Protection Bundh Damaged | As per report received from health dept on 18/06/22 , due to heavy rain total 2 nos of flood protection bundh damaged- 1. Flood protectio bundh st frm Sanowar Hussain to Rahij Uddin house at vill- Kharballi. (damaged length=70m, B=3.75m, H=1.5m, coordinates- 26.357375, 90.891429 & 2. Flood protection bundh st frm Somesh Uddin house to Aynal Hoque house at vill- Shawrachara. (Damaged length=30m, W=4m, H=3m).),  Fisheries/Pond | As per report received from Fishery dept on 18/06/22, total 400 nos of Fishery(Ponds) are submerged(inundated) as on today within the jurisdiction of Kalgachia circle,  Chenga - Fisheries/Pond | Approx. 117.60 hac. water Area affected, approx. 343 nos. Fish pond affected reported by fishery deptt. On 18.6.22 ,  Barnagar - Sericulture Deptt. Damaged | As per report received from Sericulture demonstrator 4335 nos of Keseru Plant is affected (18-6-2022),  Sarthebari - Fisheries/Pond | 52 (18-6-2022)",18-06-2022
2,,Bongaigaon,"Manikpur - Culvert Approach Road Damaged | RCC slab culvert no 4/2 ( Size length = 6.00m) collapsed on patiladoha panbari road. as per report PWRD Bongaigaon dated 17.06.2022,  Culvert Approach Road Damaged | Box culvert size 2.00m X 2.00m single opening culvert approaches partlybreached on khursamari PMGSY road.as per report PWRD Bongaigaon dated 17.06.2022,  Culvert Approach Road Damaged | Box culvert size 2.00m X 2.00msingle opening culvert approaches partly brached on bagariguri paragaon road.as per report PWRD Bongaigaon dated 17.06.2022,  Fisheries/Pond | Total 67 Nos pond ( Bashbari No 1 -66 nos pond & Bashbari no VI -1 no pond) as per report DFDO Bongaigaon dated 18.06.2022 ,  Boitamari - Fisheries/Pond | Total 8 nos of pond , (1). Korea Pahar-1 no pond, (2) Kabaitari Pt-VI-3 nos pond, (3)Chalantapara Pt-I-3 nos pond, (4) Barkhat-1 no pond as per reported by District Fishery Dev. Officer Bongaigaon dated 18.06.2022,  Srijangram - Fisheries/Pond | Total 40 nos of Pond (1) Balarpet -28 nos pond, (2) Balarchar-1 no Pond, (3) Huramara Pt-2- 1 no Pond,(4)Golapara Pt-IV- 1 no pond, (5) Chakla Pt-I -3nos Pond, (6) Topgaon Pt-I- 3 Nos Pond, (7) Charipunia 1 no Pond, (8) Nararvita Pt-IV-1 no Pond, & (9) Santoshpur Pt-III- 1no Pond.as per reported by District Fishery Dev. Officer Bongaigaon dated 18.06.2022",18-06-2022
3,,Cachar,Udharbond - Power Dept. Poles | HT/LT composite line & pole damaged at Baghehar near Gobindapur as per report received from APDCL Udharbond Sub-Divission on 18.06.2022,18-06-2022
4,,Chirang,"Sidli - Bridge Approach Road Damaged | As reported by PWD Chirang (R&B) Division, On Goragaon to Salbari PMSGSY Road RCC Bridge Approach damaged at Goragaon on 17/06/2022. Damage Details: Length:8M, Breadth: 3M, Depth: 2.5M. (Long:90.375173, Lat:26.558062),  Washed away Culverts | As reported by PWD Chirang (R&B) Division, RCC Culvert No. 1/1 Damaged of Madhyam Runikhata Limbu Basti road at Runikhata on 17/06/2022. Damage Details: Length: 5M, Breadth: 3.5M. Long:90.551032 Lat:26.558622,  Road Breaches | As reported by PWD Chirang (R&B) Division, HP Culvert Approach Road of Silgara village road breached out at Rabhapara on 16/06/2022. Damage Details: Length: 8 M, Breadth: 6M, Depth:1.5m (Long:90.464888 Lat:26.421633),  Washed away Culverts | As reported by PWD Chirang (R&B) Division, HP Culvert of Kajalgaon Bengtal Road damaged at Ch. 47000m (Kodamtoli) on 16/06/2022. Damage Details: Length:5M Breadth: 2.5 (Long:90.495592 Lat:26.563544),  Power Dept. Conductors | As reported by SDE, BESD-I APDCL, 1.5 km (Simlaguri-0.5km, Kinaborgaon-0.8km, and Petelagaon-0.2km) conductor damaged on 15/06/2022,  Power Dept. Poles | As reported by SDE, BESD-I APDCL, 3 nos. of 7.5 m pole and 2 nos. of 9.75m pole damaged on 15/06/2022 at Kinaborgaon and Petlagaon village.,  Power Dept. Transformers | As reported by SDE, BESD-I APDCL, 1 no. of 63kVA transformer damaged at Kinaborgaon on 15/06/2022,  Irrigation Canal/Scheme Damaged | As reported by Irrigation Department Sidli Division, Ghorabandha FIS irrigation Canal embankment damaged at Amlaiguri village on 16/06/2022. Damage Details: Length: 5M, Breadth: 2.5M depth: 1.8 M (Long:90.4556270 Lat: 26.575982),  Bijni - Bridge Approach Road Damaged | As reported by PWD Bijni(R&B) Sub Division, bridge approach of Br. No 1/1 eroded at 1st KM of Bagargaon Gundamara road. Length=70.00 mtr, Breadth=8.0 mtr, Depth=6.00 mtr. Date of Occurrence=16-06-2022,  Culvert Approach Road Damaged | As report by PWD Bijni(R&B) Sub Division, H.P. Culvert approach eroded at 1st Km (Ch 1500.00m) of Bangaljhora sariali to Bangaljhora road. Length=8.00 mtr, Breadth=2.00 mtr, Depth=2.50 mtr. Date of Occurrence=17-06-2022,  Bengtal - Irrigation Canal/Scheme Damaged | As reported by Soil Conservation Dept. Subaijhar LDP damaged on 18-06-2022, L-127m B-12m D-1.5m, Lat- 26.594446 Long-90.498086,  Irrigation Canal/Scheme Damaged | As reported by Soil Conservation Dept. Domgaon Water Harvesting Project damaged on 18-06-2022, L-115m B-4.5m D-1.4, Lat- 26.58552 Long-90.502833",18-06-2022
5,,Darrang,"Patharighat - PWSS Damaged | 2 PWSS affected as reported by JE PHE,  Mangaldoi - Power Dept. Poles | 10 nos of poles are damaged dated 18.06.2022,  Handloom & Textile Deptt | 111 nos weiver affected as repoted by Handloom & Textile dated 18.06.2022,  Sipajhar - Power Dept. Poles | 18,  Power Dept. Conductors | 20 km approx,  Fisheries/Pond | Total number of fish farmers affected (approximately) - 550 nosTotal water area affected (approximately) - 41 Hac,  Handloom & Textile Deptt | weavers affected 151, loom accessories 5, no. of warp 151,  Sericulture Deptt. Damaged | 75 nos.",18-06-2022
6,,Dibrugarh,"Chabua - Health Sub-Centre | DODHIA KULIGAON HEALTH SUB-CENTRE SUBMERGED AS PER INFORMATION RECEIVED FROM HEALTH DEPT. ON 18/6/2022 Coordinates-N27 35.835 E95 13.266,  Elementary Schools Damaged | DODHIA ME SCHOOL SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 18/6/2022 N27 36.390 E95 13.651,  Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 18/6/2022 N27 35.845 E95 13.227,  Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 18/6/2022 N 27 36.032 E95 14.787,  Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 18/6/2022 N27 36.652 E95 14.237,  Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 18/6/2022 N27 36.462 E95 14.673,  Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 18/6/2022 N27 35.845 E 95 13.227,  Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 18/6/2022 N27 36.652 E95 14.237,  Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 18/6/2022 N27 36.390 E95 13.651,  Elementary Schools Damaged | MOHMORA HINDI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 18/06/2022. N27 34'5.0514"" E95 10'23.7144"",  Elementary Schools Damaged | MIRIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 18/06/2022. N27 30'44.51"" E95 12'49.41"",  Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 18/6/2022 N27 33.942 E95 15.125,  Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 18/6/2022. N27. 5714 E95. 2346",18-06-2022
7,,Dima-Hasao,"Haflong - Road Breaches | Nablaidisa - Hajadisa Road blocked due to landslide as per info received from PWRD dated 18/06/2022,  Road Breaches | Mahur - Laisong Road blocked due to landslide as per info received from PWRD dated 18/06/2022,  Road Breaches | Gunjung - Maibang Road blocked due to landslide as per info received from PWRD dated 18/06/2022,  Road Breaches | Retzawl - Amranagar Road blocked due to landslide as per info received from PWRD dated 18/06/2022,  Road Breaches |",18-06-2022
8,,Hojai,"Lanka - PWSS Damaged | Dakhin Laskarpathar PWSS submarged on 17/06/2022,  PWSS Damaged | Manduli PWSS submarged on 17/06/2022,  PWSS Damaged | Uttar Laskar Pathar PWSS submarged on 17/06/2022,  PWSS Damaged | Dublpng PWSS submarged on 17/06/2022,  PWSS Damaged | Simlai pather PWSS submarged on 17/06/2022,  Hojai - PWSS Damaged | Warigeding PWSS submarged on 17/06/2022,  PWSS Damaged | Alinager PWSS submarged on 17/06/2022,  PWSS Damaged | Solmarijan PWSS submarged on 17/06/2022,  PWSS Damaged | Fatehpur PWSS submarged on 17/06/2022, PWSS Damaged | Ashinager PWSS submarged on 17/06/2022,  PWSS Damaged | Raikata PWSS submarged on 17/06/2022,  PWSS Damaged | Greater Kachari basti PWSS submarged on 17/06/2022,  PWSS Damaged | Hawaipur PWSS submarged on 17/06/2022,  PWSS Damaged | Pubnandalal pur PWSS submarged on 17/06/2022,  Doboka - PWSS Damaged | Patiapam PWSS submarged on 17/06/2022,  PWSS Damaged | Jungle Block PWSS submarged on 17/06/2022,  PWSS Damaged | Chanjmaji Goan PWSS submarged on 17/06/2022,  PWSS Damaged | Borjhari Majgoan PWSS submarged on 17/06/2022,  PWSS Damaged | Patia pather PWSS submarged on 17/06/2022,  PWSS Damaged | Nagayapam PWSS submarged on 17/06/2022,  PWSS Damaged | Changujrai PWSS submarged on 17/06/2022,  PWSS Damaged | Bheluguri Pather PWSS submarged on 17/06/2022",18-06-2022
9,,Kamrup,"Rangia - Fisheries/Pond | Total 71 ponds are affected amounting to water area 7.81 Ha as per report of FDO, Rangia on 17.6.2022,  Bridge Approach Road Damaged | Approach road to Bridge No. 3/1 on Chepti Bihdia Road in village chepti was damaged as per report of AEE, PWD NKT Roads, Rangia on 17.06.2022,  Kayan - Power Dept. Poles | 6 nos. Date: 17/06/2022. Reported by Rangia Electrical Sub-Division 2, APDCL, Rangia.,  Power Dept. Conductors | 2.23 km. Date: 17/06/2022. Reported by Rangia Electrical Sub-Division 2, APDCL, Rangia.,  Irrigation Canal/Scheme Damaged | Bordonga Batakuchi ELIS, Dhuhi ELIS (Bathan PC), Dhuhi ELIS (Chamukha PC), Dhuhi ELIS (Lahkarpara PC). Date: 17/06/2022. Reported by EE, Hajo-Jalukbari Division (Irrigation)",18-06-2022
