,infrastructure damaged - others,District,Other Details,Date
0,,Dhemaji,"Jonai - Bridge Approach Road Damaged | PWD territorial road Bahir Jonai to Bera Chapori via Bolaipam under PMGSY Package No.AS-04-12, 100.00 meter bridge approach road damaged on 20/07/2022 by Boginadi River. As precautionary measure temporary restoration work is done by providing bamboo palisading, sand filled cement bags and sand gravels.",21-07-2022
1,,Morigaon,"Morigaon - Irrigation Canal/Scheme Damaged | As per Morigaon Sub-Division (Irrigation Dept), Morigoan dtd. 20-07-2022, Severe erosion taking place on the right bank of river kollong in the down stream of RCC bridge at Damal area and eroded the river slope and this lead to complete collapse of the Pump House of Charaihagi LIS. Extension of Damage is still going on which may collapse the existing Operator room of Charaihagi LIS.",21-07-2022
