,animals washed away,District,Total,Big,Small,Poultry,Date
0,,Bajali,19,1,18,0,26-06-2022
1,,Barpeta,3,0,3,0,26-06-2022
2,,Darrang,3,3,0,0,26-06-2022
3,,Hojai,2,2,0,0,26-06-2022
4,,Nagaon,1,0,1,0,26-06-2022
5,,Nalbari,37,0,37,0,26-06-2022
6,,Total,65,6,59,0,26-06-2022
