,animals washed away,District,Total,Big,Small,Poultry,Date
0,,Chirang,66,0,5,61,19-06-2022
1,,Kamrup,743,41,75,627,19-06-2022
2,,Nalbari,1,1,0,0,19-06-2022
3,,Sonitpur,2,0,2,0,19-06-2022
4,,Total,812,42,82,688,19-06-2022
