,animals washed away,District,Total,Big,Small,Poultry,Date
0,,Barpeta,22,2,20,0,04-07-2022
1,,Karimganj,2,2,0,0,04-07-2022
2,,Nalbari,1,1,0,0,04-07-2022
3,,Total,25,5,20,0,04-07-2022
