,animals washed away,District,Total,Big,Small,Poultry,Date
0,,Baksa,1,0,1,0,21-06-2022
1,,Barpeta,3,2,1,0,21-06-2022
2,,Bongaigaon,59647,39278,20369,0,21-06-2022
3,,Nalbari,3,0,3,0,21-06-2022
4,,Total,59654,39280,20374,0,21-06-2022
