object_id,Flood Hazard,Exposure,Vulnerbility,Damages and Losses,"Ideal: (1,1,1,1)","Worst(6,6,6,6)",Composite_score,Revenue Circle,District,timeperiod
121,6,5,4,5,8.12,2.45,0.232,Baghbor,BARPETA,2021_05
266,6,3,5,5,7.81,3.32,0.298,Chenga,BARPETA,2021_05
120,6,3,4,6,7.94,3.61,0.312,Kalgachia,BARPETA,2021_05
122,6,5,2,6,8.19,4.12,0.335,Barpeta,BARPETA,2021_05
112,6,5,3,4,7.35,3.74,0.337,Dhubri (Pt),DHUBRI,2021_05
115,6,3,4,4,6.86,4.12,0.376,Lakhipur,GOALPARA,2021_05
224,6,3,4,4,6.86,4.12,0.376,Barkhetri,NALBARI,2021_05
269,6,3,4,4,6.86,4.12,0.376,Mangaldoi (Pt),DARRANG,2021_05
152,6,2,5,4,7.14,4.58,0.391,Jonai,DHEMAJI,2021_05
185,5,6,2,4,7.14,4.58,0.391,Silchar,CACHAR,2021_05
270,6,6,3,2,7.42,5.0,0.403,Dalgaon (Pt),DARRANG,2021_05
126,6,2,4,4,6.63,4.9,0.425,Bhuragaon,MORIGAON,2021_05
159,6,4,4,2,6.63,4.9,0.425,Dibrugarh East,DIBRUGARH,2021_05
127,6,5,4,1,7.07,5.48,0.436,Laharighat,MORIGAON,2021_05
123,6,3,1,6,7.35,5.83,0.442,Sarthebari,BARPETA,2021_05
104,4,3,5,3,5.74,4.8,0.455,Kokrajhar (Pt),KOKRAJHAR,2021_05
187,5,3,5,2,6.08,5.2,0.461,Sonai,CACHAR,2021_05
254,5,5,3,2,6.08,5.2,0.461,Lanka,HOJAI,2021_05
213,6,3,4,2,6.24,5.39,0.463,Goroimari,KAMRUP,2021_05
178,5,4,5,1,6.4,5.57,0.465,Diphu,K.ANGLONG,2021_05
188,5,5,4,1,6.4,5.57,0.465,Lakhipur,CACHAR,2021_05
231,5,2,6,2,6.56,5.74,0.467,Barnagar (Pt),BAKSA,2021_05
160,6,2,5,2,6.56,5.74,0.467,Chabua,DIBRUGARH,2021_05
139,6,4,4,1,6.56,5.74,0.467,Tezpur,SONITPUR,2021_05
256,6,3,5,1,6.71,5.92,0.469,South Salmara,SOUTH SALMARA MANCACHAR,2021_05
172,3,2,5,4,5.48,5.48,0.5,Bokakhat,GOLAGHAT,2021_05
271,3,3,4,4,5.1,5.1,0.5,Mayong,MORIGAON,2021_05
239,6,2,2,4,6.0,6.0,0.5,Sipajhar,DARRANG,2021_05
145,3,4,4,3,5.1,5.1,0.5,North Lakhimpur,LAKHIMPUR,2021_05
245,4,4,3,3,5.1,5.1,0.5,Harisinga,UDALGURI,2021_05
133,3,5,4,2,5.48,5.48,0.5,Dhing,NAGAON,2021_05
164,4,4,4,2,5.29,5.29,0.5,Naharkatiya,DIBRUGARH,2021_05
158,6,2,4,2,6.0,6.0,0.5,Dibrugarh West,DIBRUGARH,2021_05
214,6,2,4,2,6.0,6.0,0.5,Chamaria,KAMRUP,2021_05
130,5,4,3,2,5.48,5.48,0.5,Kaliabor,NAGAON,2021_05
173,6,2,5,1,6.48,6.48,0.5,Khumtai,GOLAGHAT,2021_05
281,6,1,5,1,6.4,7.14,0.527,Majuli,MAJULI,2021_05
211,6,1,2,4,5.92,6.71,0.531,Hajo,KAMRUP,2021_05
273,5,1,5,2,5.74,6.56,0.533,Azara,KAMRUP,2021_05
109,6,3,3,1,5.74,6.56,0.533,Bagribari (Pt),DHUBRI,2021_05
265,3,2,2,6,5.57,6.4,0.535,Sarupeta (Pt),BAJALI,2021_05
184,1,3,5,4,5.39,6.24,0.537,Katigora,CACHAR,2021_05
113,3,5,1,4,5.39,6.24,0.537,Bilasipara (Pt),DHUBRI,2021_05
189,2,5,2,4,5.2,6.08,0.539,Karimganj,KARIMGANJ,2021_05
101,2,3,5,3,5.0,5.92,0.542,Gossaigaon (Pt),KOKRAJHAR,2021_05
108,5,2,3,3,5.0,5.92,0.542,Chapar (Pt),KOKRAJHAR,2021_05
253,5,3,3,2,5.0,5.92,0.542,Doboka,HOJAI,2021_05
215,3,2,4,4,4.8,5.74,0.545,Nagarbera,KAMRUP,2021_05
192,4,3,4,2,4.8,5.74,0.545,Patharkandi,KARIMGANJ,2021_05
193,4,3,4,2,4.8,5.74,0.545,"Ramkrishna
Nagar",KARIMGANJ,2021_05
138,4,4,3,2,4.8,5.74,0.545,Chariduar,SONITPUR,2021_05
142,3,3,4,3,4.58,5.57,0.549,Bihpuria,LAKHIMPUR,2021_05
249,3,4,3,3,4.58,5.57,0.549,Biswanath,BISWANATH,2021_05
275,1,4,6,1,5.83,7.35,0.558,Phuloni,K.ANGLONG,2021_05
280,6,1,4,1,5.83,7.35,0.558,Ujani Majuli,MAJULI,2021_05
202,6,2,1,3,5.48,7.07,0.564,Manikpur,BONGAIGAON,2021_05
252,6,3,1,2,5.48,7.07,0.564,Hojai,HOJAI,2021_05
205,4,1,5,2,5.1,6.78,0.571,Bengtal,CHIRANG,2021_05
156,2,4,5,1,5.1,6.78,0.571,Tinsukia,TINSUKIA,2021_05
219,3,5,3,1,4.9,6.63,0.575,Guwahati,KAMRUP METRO,2021_05
267,3,5,3,1,4.9,6.63,0.575,North Guwahati (Pt),KAMRUP METRO,2021_05
264,3,2,2,5,4.69,6.48,0.58,Barnagar (Pt),BARPETA,2021_05
246,4,4,1,3,4.69,6.48,0.58,Udalguri,UDALGURI,2021_05
207,2,3,5,2,4.69,6.48,0.58,Bijni (Pt),CHIRANG,2021_05
212,5,2,3,2,4.69,6.48,0.58,Chhaygaon,KAMRUP,2021_05
134,3,5,2,2,4.69,6.48,0.58,Nagaon,NAGAON,2021_05
140,3,4,4,1,4.69,6.48,0.58,Na-Duar,SONITPUR,2021_05
196,4,3,4,1,4.69,6.48,0.58,Lala,HAILAKANDI,2021_05
157,4,4,3,1,4.69,6.48,0.58,Margherita,TINSUKIA,2021_05
274,6,1,3,1,5.39,7.68,0.588,Gossaigaon (Pt),DHUBRI,2021_05
110,6,3,1,1,5.39,7.68,0.588,Agamoni,DHUBRI,2021_05
111,6,3,1,1,5.39,7.68,0.588,Golokganj (Pt),DHUBRI,2021_05
128,3,3,2,4,4.24,6.16,0.592,Marigaon,MORIGAON,2021_05
165,3,4,2,3,4.24,6.16,0.592,Dimow,SIVSAGAR,2021_05
166,3,4,2,3,4.24,6.16,0.592,Sibsagar,SIVSAGAR,2021_05
272,3,3,4,2,4.24,6.16,0.592,Palasbari,KAMRUP,2021_05
261,4,3,3,2,4.24,6.16,0.592,Tamulpur,TAMULPUR,2021_05
257,2,5,3,1,4.58,7.14,0.609,Mankachar,SOUTH SALMARA MANCACHAR,2021_05
149,1,1,6,2,5.1,8.12,0.614,Subansiri (Pt-II),DHEMAJI,2021_05
179,1,2,6,1,5.1,8.12,0.614,Silonijan,K.ANGLONG,2021_05
124,2,2,2,5,4.36,7.0,0.616,Bajali (Pt),BAJALI,2021_05
197,4,2,4,1,4.36,7.0,0.616,Katlichara,HAILAKANDI,2021_05
136,3,3,1,4,4.12,6.86,0.624,Kampur,NAGAON,2021_05
144,3,1,4,3,4.12,6.86,0.624,Kadam,LAKHIMPUR,2021_05
146,3,1,4,3,4.12,6.86,0.624,Dhakuakhana (Pt-I),LAKHIMPUR,2021_05
147,3,1,4,3,4.12,6.86,0.624,Subansiri (Pt-I),LAKHIMPUR,2021_05
167,3,4,1,3,4.12,6.86,0.624,Amguri,SIVSAGAR,2021_05
168,3,4,1,3,4.12,6.86,0.624,Nazira,SIVSAGAR,2021_05
177,3,4,3,1,4.12,6.86,0.624,Sarupathar,GOLAGHAT,2021_05
135,3,2,2,4,3.87,6.71,0.634,Raha,NAGAON,2021_05
171,4,2,3,2,3.87,6.71,0.634,Mariani,JORHAT,2021_05
151,3,4,2,2,3.87,6.71,0.634,Sissibargaon,DHEMAJI,2021_05
276,3,4,2,2,3.87,6.71,0.634,Jorhat West,JORHAT,2021_05
181,1,1,6,1,5.0,8.66,0.634,Haflong,DIMA HASAO,2021_05
182,1,1,6,1,5.0,8.66,0.634,Mahur,DIMA HASAO,2021_05
186,1,3,5,1,4.47,7.75,0.634,Udarbond,CACHAR,2021_05
154,3,1,5,1,4.47,7.75,0.634,Sadiya,TINSUKIA,2021_05
220,5,1,3,1,4.47,7.75,0.634,Sonapur,KAMRUP METRO,2021_05
221,5,1,3,1,4.47,7.75,0.634,Chandrapur,KAMRUP METRO,2021_05
131,2,5,1,2,4.24,7.62,0.642,Samaguri,NAGAON,2021_05
199,3,2,3,3,3.61,6.56,0.645,Boitamari,BONGAIGAON,2021_05
194,3,2,1,4,3.74,7.35,0.663,Algapur,HAILAKANDI,2021_05
148,3,1,4,2,3.74,7.35,0.663,Dhakuakhana (Pt-II),DHEMAJI,2021_05
216,4,1,3,2,3.74,7.35,0.663,Boko,KAMRUP,2021_05
233,4,1,3,2,3.74,7.35,0.663,Jalah (Pt),BAKSA,2021_05
137,2,4,3,1,3.74,7.35,0.663,Dhekiajuli (Pt),SONITPUR,2021_05
155,2,4,3,1,3.74,7.35,0.663,Doom Dooma,TINSUKIA,2021_05
125,2,1,1,5,4.12,8.19,0.665,Jalah (Pt),BAJALI,2021_05
255,1,2,5,1,4.12,8.19,0.665,Donka,WEST KARBI ANGLONG,2021_05
106,3,1,3,3,3.46,7.21,0.676,Golokganj (Pt),KOKRAJHAR,2021_05
107,3,1,3,3,3.46,7.21,0.676,Dhubri (Pt),KOKRAJHAR,2021_05
243,3,1,3,3,3.46,7.21,0.676,Mangaldoi (Pt),UDALGURI,2021_05
250,3,1,3,3,3.46,7.21,0.676,Helem,BISWANATH,2021_05
200,3,3,1,3,3.46,7.21,0.676,Srijangram,BONGAIGAON,2021_05
161,2,4,2,2,3.46,7.21,0.676,Tengakhat,DIBRUGARH,2021_05
180,1,1,5,1,4.0,8.72,0.685,Umrangso,DIMA HASAO,2021_05
183,1,1,5,1,4.0,8.72,0.685,Maibong,DIMA HASAO,2021_05
175,3,4,1,1,3.61,7.94,0.688,Golaghat,GOLAGHAT,2021_05
141,3,2,2,3,3.16,7.07,0.691,Narayanpur,LAKHIMPUR,2021_05
132,3,3,2,2,3.16,7.07,0.691,Rupahi,NAGAON,2021_05
190,3,3,2,2,3.16,7.07,0.691,Badarpur,KARIMGANJ,2021_05
210,3,3,2,2,3.16,7.07,0.691,Kamalpur,KAMRUP,2021_05
225,3,3,2,2,3.16,7.07,0.691,Barbhag,NALBARI,2021_05
262,4,2,1,2,3.32,7.81,0.702,Baksa,BAKSA,2021_05
105,2,1,3,3,3.0,7.68,0.719,Bagribari (Pt),KOKRAJHAR,2021_05
251,3,1,2,3,3.0,7.68,0.719,Gohpur,BISWANATH,2021_05
204,3,1,3,2,3.0,7.68,0.719,Barnagar (Pt),CHIRANG,2021_05
176,3,2,3,1,3.0,7.68,0.719,Morangi,GOLAGHAT,2021_05
260,4,1,1,2,3.16,8.37,0.726,Baganpara (Pt),BAKSA,2021_05
143,2,2,2,3,2.65,7.55,0.741,Naobaicha,LAKHIMPUR,2021_05
208,2,3,2,2,2.65,7.55,0.741,"Rangia
(Pt)",KAMRUP,2021_05
