object_id,Flood Hazard,Exposure,Vulnerbility,Damages and Losses,"Ideal: (1,1,1,1)","Worst(6,6,6,6)",Composite_score,Revenue Circle,District
121,6,5,4,5,8.12,2.45,0.232,Baghbor,BARPETA
266,6,3,5,5,7.81,3.32,0.298,Chenga,BARPETA
120,6,3,4,6,7.94,3.61,0.312,Kalgachia,BARPETA
122,6,5,2,6,8.19,4.12,0.335,Barpeta,BARPETA
112,6,5,3,4,7.35,3.74,0.337,Dhubri (Pt),DHUBRI
115,6,3,4,4,6.86,4.12,0.376,Lakhipur,GOALPARA
224,6,3,4,4,6.86,4.12,0.376,Barkhetri,NALBARI
269,6,3,4,4,6.86,4.12,0.376,Mangaldoi (Pt),DARRANG
152,6,2,5,4,7.14,4.58,0.391,Jonai,DHEMAJI
185,5,6,2,4,7.14,4.58,0.391,Silchar,CACHAR
270,6,6,3,2,7.42,5,0.403,Dalgaon (Pt),DARRANG
126,6,2,4,4,6.63,4.9,0.425,Bhuragaon,MORIGAON
159,6,4,4,2,6.63,4.9,0.425,Dibrugarh East,DIBRUGARH
127,6,5,4,1,7.07,5.48,0.436,Laharighat,MORIGAON
123,6,3,1,6,7.35,5.83,0.442,Sarthebari,BARPETA
104,4,3,5,3,5.74,4.8,0.455,Kokrajhar (Pt),KOKRAJHAR
187,5,3,5,2,6.08,5.2,0.461,Sonai,CACHAR
254,5,5,3,2,6.08,5.2,0.461,Lanka,HOJAI
213,6,3,4,2,6.24,5.39,0.463,Goroimari,KAMRUP
178,5,4,5,1,6.4,5.57,0.465,Diphu,K.ANGLONG
188,5,5,4,1,6.4,5.57,0.465,Lakhipur,CACHAR
231,5,2,6,2,6.56,5.74,0.467,Barnagar (Pt),BAKSA
160,6,2,5,2,6.56,5.74,0.467,Chabua,DIBRUGARH
139,6,4,4,1,6.56,5.74,0.467,Tezpur,SONITPUR
256,6,3,5,1,6.71,5.92,0.469,South Salmara,SOUTH SALMARA MANCACHAR
172,3,2,5,4,5.48,5.48,0.5,Bokakhat,GOLAGHAT
271,3,3,4,4,5.1,5.1,0.5,Mayong,MORIGAON
239,6,2,2,4,6,6,0.5,Sipajhar,DARRANG
145,3,4,4,3,5.1,5.1,0.5,North Lakhimpur,LAKHIMPUR
245,4,4,3,3,5.1,5.1,0.5,Harisinga,UDALGURI
133,3,5,4,2,5.48,5.48,0.5,Dhing,NAGAON
164,4,4,4,2,5.29,5.29,0.5,Naharkatiya,DIBRUGARH
158,6,2,4,2,6,6,0.5,Dibrugarh West,DIBRUGARH
214,6,2,4,2,6,6,0.5,Chamaria,KAMRUP
130,5,4,3,2,5.48,5.48,0.5,Kaliabor,NAGAON
173,6,2,5,1,6.48,6.48,0.5,Khumtai,GOLAGHAT
281,6,1,5,1,6.4,7.14,0.527,Majuli,MAJULI
211,6,1,2,4,5.92,6.71,0.531,Hajo,KAMRUP
273,5,1,5,2,5.74,6.56,0.533,Azara,KAMRUP
109,6,3,3,1,5.74,6.56,0.533,Bagribari (Pt),DHUBRI
265,3,2,2,6,5.57,6.4,0.535,Sarupeta (Pt),BAJALI
184,1,3,5,4,5.39,6.24,0.537,Katigora,CACHAR
113,3,5,1,4,5.39,6.24,0.537,Bilasipara (Pt),DHUBRI
189,2,5,2,4,5.2,6.08,0.539,Karimganj,KARIMGANJ
101,2,3,5,3,5,5.92,0.542,Gossaigaon (Pt),KOKRAJHAR
108,5,2,3,3,5,5.92,0.542,Chapar (Pt),KOKRAJHAR
253,5,3,3,2,5,5.92,0.542,Doboka,HOJAI
215,3,2,4,4,4.8,5.74,0.545,Nagarbera,KAMRUP
192,4,3,4,2,4.8,5.74,0.545,Patharkandi,KARIMGANJ
193,4,3,4,2,4.8,5.74,0.545,"Ramkrishna
Nagar",KARIMGANJ
138,4,4,3,2,4.8,5.74,0.545,Chariduar,SONITPUR
142,3,3,4,3,4.58,5.57,0.549,Bihpuria,LAKHIMPUR
249,3,4,3,3,4.58,5.57,0.549,Biswanath,BISWANATH
275,1,4,6,1,5.83,7.35,0.558,Phuloni,K.ANGLONG
280,6,1,4,1,5.83,7.35,0.558,Ujani Majuli,MAJULI
202,6,2,1,3,5.48,7.07,0.564,Manikpur,BONGAIGAON
252,6,3,1,2,5.48,7.07,0.564,Hojai,HOJAI
205,4,1,5,2,5.1,6.78,0.571,Bengtal,CHIRANG
156,2,4,5,1,5.1,6.78,0.571,Tinsukia,TINSUKIA
219,3,5,3,1,4.9,6.63,0.575,Guwahati,KAMRUP METRO
267,3,5,3,1,4.9,6.63,0.575,North Guwahati (Pt),KAMRUP METRO
264,3,2,2,5,4.69,6.48,0.58,Barnagar (Pt),BARPETA
246,4,4,1,3,4.69,6.48,0.58,Udalguri,UDALGURI
207,2,3,5,2,4.69,6.48,0.58,Bijni (Pt),CHIRANG
