Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2021_PHED_20968_9,PHE_41_JJM_20_21_T_28700_64,Pkg 09 Fixation of rates for new items under JJM Assam for Cachar Circle,1,113216,ABDUL MANNAN,18-Feb-2021 11:53 AM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,1,105993,BHARAT TRADERS,INR,0.0,CE,Internal,,Munmun Das,17-Jul-2021 01:33 PM,finsummary_32602.pdf (195.11 KB),Finance,Technical cover is opened,Munmun Das,17-Jul-2021 11:14 AM,,BOQ Comparative Chart,CE,Internal,,Munmun Das,17-Jul-2021 12:48 PM,techsummary_32602.pdf (195.11 KB),23-Jul-2021,INR 1.0,360.0,Munmun Das,23-Jul-2021 12:47 PM,Minutes.pdf (195.00 KB),AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_41_JJM_20_21_T_28700_64,2021_PHED_20968_9,Yes,Open Tender,Empanelment,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Corrigendum No. 3,Technical Bid,,05-Feb-2021 02:00 PM,19-Feb-2021 03:00 PM,05-Feb-2021 02:00 PM,18-Feb-2021 04:00 PM,NA ,NA ,05-Feb-2021 02:00 PM,18-Feb-2021 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid ID or Unique ID as per SMT portal and related Work Experience Details as per RFP Document if any,CE PHE Water Assam,"Hengrabari, Guwahati-36",Pkg 09 Fixation of rates for new items under JJM Assam for Cachar Circle,Pkg 09 Fixation of rates for different items of work for new PWSS to be executed under JJM Assam for Cachar Circle,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Empanelment,90.0,360.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,AOC
,,,,2,114240,ABUL FAZAL MAZUMDER,18-Feb-2021 02:59 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,2,106914,MAZUMDER TELECOM,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,113055,AHMED HASSAN LASKAR,18-Feb-2021 11:20 AM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,3,106918,Sunshine Overseas Pvt. Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,110499,ALIM UDDIN TAPADAR,17-Feb-2021 01:06 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,4,107113,PULAK NATH,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,111718,ALOK SHANKAR BHATTACHARJEE,17-Feb-2021 08:28 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,5,107114,SUMAN DEB,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,113990,ALTAF HUSSAIN BARBHUIYA,18-Feb-2021 02:14 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,6,107335,JC Construction Pvt Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,113181,ANCHAR HUSSAIN BARBHUIYA,18-Feb-2021 11:47 AM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,7,107416,SELIM UDDIN MAZUMDER,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,112166,Anshudeep Pathak,17-Feb-2021 11:23 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,8,107419,NAJIR AHMED MAZARBHUIYA,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,112046,ARGHYA BHATTACHARJEE,17-Feb-2021 10:26 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,9,107599,Granth Associates,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,112760,ARIFUDDIN AHMED,18-Feb-2021 09:26 AM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,10,107666,MODHAN MOHAN PAUL,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,11,111354,ARIHANT CONSTRUCTION,17-Feb-2021 06:55 PM,Accepted-AOC,As per the financial evaluation minutes rates has been fixed,23-Jul-2021 12:47 PM,11,107674,SANJIT KUMAR DAS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
