S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Corrigendum No. 3,Technical Bid,,05-Feb-2021 01:00 PM,19-Feb-2021 03:00 PM,05-Feb-2021 01:00 PM,18-Feb-2021 04:00 PM,NA ,NA ,05-Feb-2021 01:00 PM,18-Feb-2021 04:00 PM,0.0,Nil,Nil,No,Pkg 07 Fixation of rates for new items under JJM Assam for Jorhat Circle,Pkg 07 Fixation of rates for different items of work for new PWSS to be executed under JJM Assam for Jorhat Circle,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Empanelment,90.0,360.0,Guwahati,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_41_JJM_20_21_T_28700_64,2021_PHED_20968_7,Yes,Open Tender,Empanelment,Works,1.0,No,No,Not Applicable,No,No,No,0.0,No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid ID or Unique ID as per SMT portal and related Work Experience Details as per RFP Document if any,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2021_PHED_20968_7,PHE_41_JJM_20_21_T_28700_64,Pkg 07 Fixation of rates for new items under JJM Assam for Jorhat Circle,1,106880,DIBYO JYOTI BORA,INR,0.0,CE,Internal,,Munmun Das,19-Jul-2021 11:33 AM,finsummary_32599.pdf (195.11 KB),23-Jul-2021,INR 1.0,360.0,Munmun Das,23-Jul-2021 04:26 PM,EvaluatuionMinutesPHE.pdf (195.00 KB),Finance,Technical cover is opened,Munmun Das,17-Jul-2021 11:11 AM,,BOQ Comparative Chart,Chief Engineer (PHE) Water Assam,Internal,,Munmun Das,17-Jul-2021 05:11 PM,techsummary_32599.pdf (195.11 KB),1,113375,ABHIJIT HAZARIKA,18-Feb-2021 12:23 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC,,,,,2,107304,NABAJYOTI BORAH,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2,109763,ABHIJIT MAHANTA,16-Feb-2021 08:15 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,107468,Jyoti Prakash Hazarika,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,112771,ABHIJIT NATH,18-Feb-2021 09:32 AM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,107521,AKSHAY BORAH,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,114461,ABINASH BORA,18-Feb-2021 03:40 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,107577,M/S P AND P ENTERPRISE,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5,113834,ABONI SARMAH,18-Feb-2021 01:41 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,107584,BRAHMAPUTRA COMMERCE AND TRADE,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6,114467,ABU SHAH SAGIR HUSSAIN,18-Feb-2021 03:45 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,107587,BORBORAH AND SONS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7,113912,ADITYA SARMAH NEOG,18-Feb-2021 01:55 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,107604,Granth Associates,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8,110795,AGRAJIT SAIKIA,17-Feb-2021 03:44 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,107911,KAMAL KALITA,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,9,112925,AJIT BORAH,18-Feb-2021 10:48 AM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,107922,MRIGEN BORUAH,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,10,111455,AKASH BURAGOHAIN,18-Feb-2021 02:28 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,11,107950,Power Tools and Engineering,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,11,114208,A.K. Interior & Exterior Associates,18-Feb-2021 02:52 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,12,107978,M/S B.R. ENTERPRISE,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,12,107521,AKSHAY BORAH,11-Feb-2021 02:39 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,13,107986,M/S J.K. TRADERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13,111365,Amal Hazarika,17-Feb-2021 06:57 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,14,107998,M/S JAGRITRI ENTERPRISE,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,14,114520,AMRIT BORAH,18-Feb-2021 03:52 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,15,108074,BHARAT SAIKIA,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15,110614,AMRIT GOGOI,17-Feb-2021 01:55 PM,Accepted-AOC,As per the financial evaluation minutes rate has been fixed,23-Jul-2021 04:26 PM,AOC
