district_clean,relief_and_mitigation_sanction_value,sanction_date,file_name,fund_type,District,object_id,timeperiod
Chamba,50000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Chamba,02-023,2023_11
Hamirpur,40000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Hamirpur,02-028,2023_11
Kangra,30000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Kangra,02-024,2023_11
Kullu,50225400.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Kullu,02-026,2023_11
Mandi,30000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Mandi,02-027,2023_11
Shimla,30000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Shimla,02-033,2023_11
Solan,50000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Solan,02-031,2023_11
Una,10000000.0,14-11-2023,Bank Sanction Order 2023-2024.xlsx,bank,Una,02-029,2023_11
Shimla,2000000.0,04-03-2024,Bank Sanction Order 2023-2024.xlsx,bank,Shimla,02-033,2024_03
Chamba,50000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Chamba,02-023,2023_11
Hamirpur,40000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Hamirpur,02-028,2023_11
Kangra,30000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Kangra,02-024,2023_11
Kullu,50225400.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Kullu,02-026,2023_11
Mandi,30000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Mandi,02-027,2023_11
Shimla,30000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Shimla,02-033,2023_11
Solan,50000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Solan,02-031,2023_11
Una,10000000.0,14-11-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Una,02-029,2023_11
Shimla,2000000.0,04-03-2023,SDRF-NDRF_2023-24.xlsx,sdrf,Shimla,02-033,2023_03
Hamirpur,21124090.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
Hamirpur,18239364.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
Hamirpur,5382740.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
Hamirpur,7983829.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
Hamirpur,5646069.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
Hamirpur,13143569.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
Hamirpur,24619618.0,13-12-2023,ndmf-sanction-order_2023-24.xlsx,ndmf,Hamirpur,02-028,2023_12
