Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,3916-23 dated 02-09-2025,2025_PWD_114405_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,10-Sep-2025 06:00 PM,19-Sep-2025 11:30 AM,10-Sep-2025 06:00 PM,18-Sep-2025 06:55 PM,,,10-Sep-2025 06:30 PM,18-Sep-2025 06:55 PM,13-Oct-2025 11:30 AM,"3,30,600",No,fixed,,Nil,Nil,1.0,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"5,000",Nil,Nil,No,Executive Engineer HPPWD Division Gohar,Executive Engineer HPPWD Division Gohar,"Balance work for up-gradation of Shimla Mandi Road Via Tattapani (Portion Chail chowk to Baggi Km. 172/000 to 181/400) RIDF-XXVII, Distt. Mandi (H.P) (SH C/o R/walls, B/walls, Drain, Extension of slab Culvert, Parapets, Paver tiles, Rain Shelter and","Balance work for up-gradation of Shimla Mandi Road Via Tattapani (Portion Chail chowk to Baggi Km. 172/000 to 181/400) RIDF-XXVII, Distt. Mandi (H.P) (SH C/o R/walls, B/walls, Drain, Extension of slab Culvert, Parapets, Paver tiles, Rain Shelter and",Please refer Tender documents.,,"1,65,29,556",Civil Works - Roads,,Tender,75.0,90.0,Gohar,175029.0,,,,Executive Engineer HPPWD Division Gohar,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,2.0,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.24.3,,,,,,,,,,,,,,,,3.0,Certificate Details,Bidders Address Format,Bidders Address Format Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,4.0,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return,,,,,,,,,,,,,,,,5.0,Machinery Details,Machinery Details,Machinery Details,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Minimum similar civil work done  during last five year of amount not less than 40 percent duly signe,,,,,,,,,,,,,,,,6.0,Miscellaneous,Laboratory Equipment Details,Laboratory Equipment Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of machinery i.e tool, etc. alongwith documentary proof refer schedule F with reference to clau",,,,,,,,,,,,,,,,7.0,Miscellaneous,Existing Work Order Commitment,Ongoing Work Order Details with percentage of work completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Detail of technical Manpower,,,,,,,,,,,,,,,,8.0,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
