Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Hamirpur||SE(OP) Hamirpur||Sr. Xen (E) Hamirpur,HPSEBL/EDHMR/E/2025-26/251,2025_HPSEB_122724_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Online,No,No,No,1.0,Fee,.pdf,Fee Receipt,05-Dec-2025 03:45 PM,11-Dec-2025 04:00 PM,05-Dec-2025 03:50 PM,11-Dec-2025 10:00 AM,,,05-Dec-2025 03:50 PM,11-Dec-2025 10:00 AM,30-Dec-2025 01:05 PM,"4,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,590.0,Nil,Nil,No,Sr. Executive Engineer,O/o Sr. Executive Engineer ED Hamirpur,"NIT 251 SOP to HPSHIVA(JSV) Project at Bir-Baghera in Electrical section Jangal Beri Under Electrical Sub Division HPSEBL,Sujanpur (ED Hamirpur). T.S No. 92/2025-26 WBS no. D-25-1466. On turnkey basis.","SOP to HPSHIVA(JSV) Project at Bir-Baghera in Electrical section Jangal Beri Under Electrical Sub Division HPSEBL,Sujanpur (ED Hamirpur). T.S No. 92/2025-26 WBS no. D-25-1466. On turnkey basis.",Please refer to tender doc,,"3,93,056",Electrical Works,,Tender,180.0,60.0,Sujanpur,177001.0,,,,ED Hamirpur,No,No,AOC
,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Affidavit,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Banker Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Audit/Non Audit Certicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,All Technical and Commercial Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
