Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,MDII,2025_PWD_108242_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F), Earnest money (General Rule No.24.1)",21-Jun-2025 01:00 PM,27-Jun-2025 11:30 AM,21-Jun-2025 01:00 PM,27-Jun-2025 11:00 AM,,,21-Jun-2025 01:00 PM,27-Jun-2025 11:00 AM,04-Jul-2025 03:00 PM,"11,200",No,fixed,,Nil,Nil,1.0,EMD,Fee,,1.0,ICICI BANK,350.0,Nil,Nil,No,EXECUTIVE ENGINEER HPPWD MANDI DIVISION NO. 2,EXECUTIVE ENGINEER HPPWD MANDI DIVISION NO. 2,"Beautification and landscapping of Rachhera Dev Temple complex in Tehsil Kotli, Distt. Mandi (H.P.).",Construction of masonry in arch projections in back side of temples,Please refer Tender documents.,,"5,58,149",Civil Works - Roads,,Tender,90.0,60.0,EXECUTIVE ENGINEER HPPWD MANDI DIVISION NO. 2,175001.0,,,,EXECUTIVE ENGINEER HPPWD MANDI DIVISION NO. 2,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Contractor Registration (General Rule No.24.3),",,,,,,,,,,,,,,,,2.0,Other,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration (General Rule No.24.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card (General Rule No 1.2B(a)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Form No. 7/8 duly signed (General Rule No.24.8),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of machinery, equipment, plant and tools by name of work (Clause-18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,E.P.F. No. / Undertaking with regard E.P.F. registration (Clause-19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavit showing details of gazetted, non gazetted officer working in HPPWD, with name of work. Gen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct, with name of work (Gen R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
