Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur||Senior Executive Engineer-IV,SSD-551/2025,2025_HPSEB_97791_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender form, tender performa",10-Jan-2025 09:00 AM,22-May-2025 03:00 PM,10-Jan-2025 09:00 AM,21-May-2025 01:00 PM,,,18-Jan-2025 09:00 AM,21-May-2025 01:00 PM,09-Jun-2025 11:40 AM,"48,000",No,fixed,,Nil,Nil,1.0,Extension of due date-IX,Date,,1.0,ICICI BANK,"5,900",Nil,Nil,No,"SE(Design), ES HPSEBL, Hamirpur","SE Design, ES HPSEBL, Hamirpur at Mattansidh",Procurement of 36 kV outdoor type Vacuum Circuit Breaker,"Design, Manufacture, Testing at the
manufacturers works, and Delivery to
F.O.R. destination stations of 36 kV,
1250 A, outdoor type Vacuum Circuit
Breakers for various substations in Himachal Pradesh against Tender
Specification No SSD-551/2025",As per Clause No. 9 and 10 of Detailed NIT,,"47,66,000",Electrical Work/ Equipment,,Tender,240.0,180.0,As per Schedule of Dispatch,177001.0,"Mattansidh, Hamirpur-177001","O/o SE Design, ES HPSEBL, Hamirpur at Mattansidh",17-Jan-2025 11:00 AM,"Mattansidh, Hamirpur-177001",No,No,AOC
,,,,,,,,,,,,,,,,.xls,"Technco-commercial schedule, GTPs",,,,,,,,,,,,,,,,2.0,CorrigendumQR,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of past supplies along with POs and Performance certificate,,,,,,,,,,,,,,,,3.0,Pre Bid Query,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Annual average turnover certificate, liquid assets certificate, Bid capacity and Bank solvency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No technical and Commercial Deviation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Various undertaking viz Power of attorney, Non blacklisting, No Litigation history etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST certificate, PAN and ITRs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration certificates of the firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other tender related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Main BOQ Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Detailed BOQ Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
