Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EE-JSD-Amb-Tender29.10.2025 Job-1,2025_HPIPH_118279_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,copy of  enlistment as per NIT condition No. 8 i,18-Oct-2025 05:00 PM,29-Oct-2025 11:30 AM,18-Oct-2025 05:00 PM,29-Oct-2025 11:00 AM,,,18-Oct-2025 05:00 PM,29-Oct-2025 11:00 AM,10-Nov-2025 12:55 PM,"33,950",No,fixed,,EE JSD Amb,Amb,1.0,ICICI BANK,500.0,EE JSD Amb,Amb,No,Executive Engineer,Jal Shakti Division Amb,"Construction of Storm Water Channel at Panjoa Khurd in Tehsil Amb, District Una",Sub Head  Construction of Storm Water Channel at Panjoa over Khasra No. 419 under Deposit Head,Please refer Tender documents.,,"17,63,365",Civil Works,,Tender,60.0,30.0,Amb,177203.0,,,,Amb,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,copy of earnest money  as per NIT condition No. 8 ii,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of tender cost as per NIT condition No. 8 iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of Undertaking (work in hand) as per NIT condition No. 8 iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"copy of GST,PAN, and clearance certificate/return as per NIT condition No. 8 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of Undertaking (DSC Authority letter) as per NIT condition No. 8 vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,copy of Undertaking (conditions) as per NIT condition No. 8 vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,term and condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form 6 and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
