,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Udalguri,1,1(Harisinga | 1),,,,0(Harisinga | 0),,,,11-08-2022
1,,Total,1,1,,,,0,,,,11-08-2022
