,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Udalguri,5,"5(Harisinga | 2, Khairabari | 3)",,,,"0(Harisinga | 0, Khairabari | 0)",,,,05-08-2022
1,,Total,5,5,,,,0,,,,05-08-2022
