,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Cachar,1,1(Silchar | 1),,,,0(Silchar | 0),,,,08-06-2022
1,,Dima-Hasao,6,0(Haflong | 0),,,,6(Haflong | 6),,,,08-06-2022
2,,Total,7,1,,,,6,,,,08-06-2022
