,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Bajali,43,"42(Bajali | 33, Sarupeta | 9)",,,,"1(Bajali | 0, Sarupeta | 1)",,,,18-06-2022
1,,Baksa,17,"11(Baska | 6, Baganpara | 1, Barama | 4, Jalah | 0)",,,,"6(Baska | 0, Baganpara | 1, Barama | 1, Jalah | 4)",,,,18-06-2022
2,,Barpeta,63,"57(Chenga | 18, Barpeta | 33, Sarthebari | 6)",,,,"6(Chenga | 3, Barpeta | 0, Sarthebari | 3)",,,,18-06-2022
3,,Bongaigaon,29,"24(Manikpur | 3, Boitamari | 3, Srijangram | 18)",,,,"5(Manikpur | 5, Boitamari | 0, Srijangram | 0)",,,,18-06-2022
4,,Cachar,4,"3(Silchar | 2, Katigorah | 1)",,,,"1(Silchar | 1, Katigorah | 0)",,,,18-06-2022
5,,Chirang,20,"13(Bijni | 12, Bengtal | 1, Sidli | 0)",,,,"7(Bijni | 4, Bengtal | 0, Sidli | 3)",,,,18-06-2022
6,,Darrang,43,"16(Dalgaon | 1, Patharighat | 3, Mangaldoi | 9, Sipajhar | 3)",,,,"27(Dalgaon | 20, Patharighat | 3, Mangaldoi | 0, Sipajhar | 4)",,,,18-06-2022
7,,Dhemaji,23,"0(Dhemaji | 0, Gogamukh | 0, Sissiborgaon | 0, Jonai | 0)",,,,"23(Dhemaji | 2, Gogamukh | 13, Sissiborgaon | 4, Jonai | 4)",,,,18-06-2022
8,,Dhubri,42,"42(Bilasipara | 33, Golakganj | 1, Athani | 4, Chapar | 4)",,,,"0(Bilasipara | 0, Golakganj | 0, Athani | 0, Chapar | 0)",,,,18-06-2022
9,,Dima-,26,25(Haflong | 25),,,,1(Haflong | 1),,,,18-06-2022
10,,Hasao,,,,,,,,,,18-06-2022
11,,Goalpara,72,"44(Matia | 3, Balijana | 20, Lakhipur | 21)",,"28(Matia | 1, Balijana | 6, Lakhipur | 21)",,,,,,18-06-2022
12,,Hojai,56,"46(Hojai | 34, Doboka | 12, Lanka | 0)",,"10(Hojai | 0, Doboka | 4, Lanka | 6)",,,,,,18-06-2022
13,,Kamrup,25,"15(Rangia | 7, Kamalpur | 3, North Ghy | 2, Hajo | 3, Kayan | 0)",,"10(Rangia | 1, Kamalpur | 0, North Ghy | 2, Hajo | 1, Kayan | 6)",,,,,,18-06-2022
14,,Kamrup (M),12,"3(Guwahati | 2, Dispur | 1)",,"9(Guwahati | 4, Dispur | 5)",,,,,,18-06-2022
15,,Karbi Anglong West,5,0(Donkamokam | 0),,5(Donkamokam | 5),,,,,,18-06-2022
16,,Karimganj,8,"2(Badarpur | 1, Patherkandi | 1, Karimganj | 0)",,"6(Badarpur | 0, Patherkandi | 0, Karimganj | 6)",,,,,,18-06-2022
17,,Kokrajhar,37,"28(Bhawraguri | 1, Gossaigaon | 4, Dotma | 8, Kokrajhar | 6, Bagribari | 9)",,"9(Bhawraguri | 8, Gossaigaon | 1, Dotma | 0, Kokrajhar | 0, Bagribari | 0)",,,,,,18-06-2022
18,,Lakhimpur,32,"0(Subansiri | 0, Bihpuria | 0, Dhakuakhana | 0, North Lakhimpur | 0, Kadam | 0, Nowboicha | 0)",,"32(Subansiri | 10, Bihpuria | 6, Dhakuakhana | 6, North Lakhimpur | 4, Kadam | 1, Nowboicha | 5)",,,,,,18-06-2022
19,,Nagaon,13,"13(Raha | 2, Kampur | 7, Nagaon | 4)",,"0(Raha | 0, Kampur | 0, Nagaon | 0)",,,,,,18-06-2022
20,,Nalbari,81,"74(Ghograpar | 2, Tihu | 18, Nalbari | 16, Banekuchi | 17, Paschim Nalbari | 10, Barbhag | 11)",,"7(Ghograpar | 3, Tihu | 0, Nalbari | 4, Banekuchi | 0, Paschim Nalbari | 0, Barbhag | 0)",,,,,,18-06-2022
21,,Sonitpur,52,"2(Chariduar | 1, Dhekiajuli | 1, Thelamara | 0, Tezpur | 0)",,"50(Chariduar | 21, Dhekiajuli | 11, Thelamara | 17, Tezpur | 1)",,,,,,18-06-2022
22,,Tamulpur,36,"17(Goreswar | 7, Tamulpur | 10)",,"19(Goreswar | 11, Tamulpur | 8)",,,,,,18-06-2022
23,,Tinsukia,4,4(Doomdooma | 4),,0(Doomdooma | 0),,,,,,18-06-2022
24,,Udalguri,73,"33(Udalguri | 11, Mazbat | 9, Kalaigaon | 9, Harisinga | 4, Khairabari | 0)",,"40(Udalguri | 0, Mazbat | 0, Kalaigaon | 30, Harisinga | 5, Khairabari | 5)",,,,,,18-06-2022
25,,Total,816,514,,302,,,,,,18-06-2022
