,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Cachar,1,1(Silchar | 1),,,,0(Silchar | 0),,,,23-07-2022
1,,Dima-Hasao,5,0(Haflong | 0),,,,5(Haflong | 5),,,,23-07-2022
2,,Morigaon,6,6(Morigaon | 6),,,,0(Morigaon | 0),,,,23-07-2022
3,,Total,12,7,,,,5,,,,23-07-2022
