,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Cachar,1,1(Silchar | 1),,,,0(Silchar | 0),,,,22-07-2022
1,,Morigaon,6,6(Morigaon | 6),,,,0(Morigaon | 0),,,,22-07-2022
2,,Total,7,7,,,,0,,,,22-07-2022
