,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Charaideo,19,"1(Sonari | 1, Sapekhati | 0)",,,,"18(Sonari | 9, Sapekhati | 9)",,,,28-07-2022
1,,Morigaon,2,2(Morigaon | 2),,,,0(Morigaon | 0),,,,28-07-2022
2,,Total,21,3,,,,18,,,,28-07-2022
