,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Morigaon,6,6(Morigaon | 6),,,,0(Morigaon | 0),,,,24-07-2022
1,,Total,6,6,,,,0,,,,24-07-2022
