,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Charaideo,9,1(Sonari | 1),,,,8(Sonari | 8),,,,29-07-2022
1,,Morigaon,2,2(Morigaon | 2),,,,0(Morigaon | 0),,,,29-07-2022
2,,Total,11,3,,,,8,,,,29-07-2022
