,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Dima-Hasao,1,0(Haflong | 0),,,,1(Haflong | 1),,,,26-07-2022
1,,Morigaon,5,5(Morigaon | 5),,,,0(Morigaon | 0),,,,26-07-2022
2,,Total,6,5,,,,1,,,,26-07-2022
