,relief camps / centres opened,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,Date
0,,Dhemaji,5,2(Dhemaji | 2),,,,3(Dhemaji | 3),,,,31-07-2022
1,,Morigaon,2,2(Morigaon | 2),,,,0(Morigaon | 0),,,,31-07-2022
2,,Total,7,4,,,,3,,,,31-07-2022
