Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,237263,GVM ENGINEERS,08-Oct-2021 10:01 AM,Rejected-Finance,Rejected,18-Jul-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,239559.0,KUMAR KHADI GRAMUDYOG,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,240024,HARI OM SHEET MATEL & STEEL INDUSTRY,07-Oct-2021 05:17 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,239568.0,JAI JAWALA STEEL INDUSTRIES,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,240020,Hari Om Steel Furniture Industry,07-Oct-2021 05:38 PM,Rejected-Technical,"Samples not produced/available , hence rejected by the sample inspection committee.",27-Jan-2022 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,239578.0,GARG STEEL FURNITURE INDUSTRIES,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,239874,Himachal furniture,07-Oct-2021 04:39 PM,Not Admitted-Fee/PreQual/Technical,"Others-Rejected for not Uploading:- 1.Technical bid performa not uploaded. 2. M/s Himachal furniture DSC used for uploading tender documents of M/s Mayur Furniture, Solan 3.GST Certificate not uploaded.",14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,239663.0,JAI JAWALA INDUSTRY,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,240055,Himachal Wood Crafts,08-Oct-2021 07:51 AM,Rejected-Finance,Rejected,18-Jul-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,239703.0,Sai Furniture House,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,240021,himtech industries,07-Oct-2021 05:17 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,239716.0,dhiman steel furniture industry,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,236356,Hunny Gramodyog,05-Oct-2021 10:40 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,239725.0,NEW SAINIK STEEL IND,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,240011,jagjiwan steel and wooden furniture industries,07-Oct-2021 03:40 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,239730.0,Om furniture,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,239652,JAI BHARAT FURNISHERS INDUSTRY,05-Oct-2021 03:48 PM,Rejected-Finance,Rejected,18-Jul-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,239731.0,Super Steel & Rubber Industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,239663,JAI JAWALA INDUSTRY,07-Oct-2021 04:20 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,239737.0,SUDHIR STEEL INDUSTIRES,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,239568,JAI JAWALA STEEL INDUSTRIES,07-Oct-2021 04:20 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,239750.0,MS New Mahadevi Udyog,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,240030,JAI KAMNA STEEL WOODEN FURNITURE UDYOG,07-Oct-2021 05:09 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading :- 1. Terms and conditions of tender.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,239800.0,shivam steel classic udyog,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,238555,j r furniture udyog,07-Oct-2021 05:26 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading:-Technical bid Performa.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,239808.0,Mohan Steel and Wooden Furniture Industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,239670,Kamal Industry,07-Oct-2021 04:41 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading:- Technical bid performa.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,239868.0,Anand Enterprises,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,239488,Krishna Steel Industries,04-Oct-2021 08:10 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,239935.0,ganesh steel industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,238945,Kuber Steel Industries,07-Oct-2021 03:13 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,239949.0,Mahajan Fabrication Works,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,239559,KUMAR KHADI GRAMUDYOG,07-Oct-2021 04:16 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,239985.0,PRASHANT STEEL INDUSTRY,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,239300,Madhur Steel Furniture Udyog,07-Oct-2021 03:32 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,239994.0,Santoshi steel furniture,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,239949,Mahajan Fabrication Works,07-Oct-2021 03:27 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,240011.0,jagjiwan steel and wooden furniture industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,239808,Mohan Steel and Wooden Furniture Industries,06-Oct-2021 02:38 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,240021.0,himtech industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,240041,Ms Karthanag Handloom and Handicrafts Industries Panhihar,07-Oct-2021 09:11 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,240024.0,HARI OM SHEET MATEL & STEEL INDUSTRY,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,239115,M/S Mahalakshmi Steel Industries,07-Oct-2021 03:06 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,240038.0,Aprajeeta Industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,239750,MS New Mahadevi Udyog,05-Oct-2021 11:21 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,240039.0,Tarana Enterprises,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,238879,M SONS STEEL FURNITURE INDUSTRY,07-Oct-2021 05:39 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading:- Technical bid performa.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,240041.0,Ms Karthanag Handloom and Handicrafts Industries Panhihar,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,240060,NARESH STEEL FURNITURE,08-Oct-2021 09:03 AM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading:- Technical bid performa.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,240063.0,PARAS INDUSTRIES,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,239725,NEW SAINIK STEEL IND,07-Oct-2021 10:30 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,240064.0,BK INDUSTRIES,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,239149,Nishi and Brothers,03-Oct-2021 08:32 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading:- Technical bid performa.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,239730,Om furniture,08-Oct-2021 09:38 AM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,240063,PARAS INDUSTRIES,08-Oct-2021 09:38 AM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,239985,PRASHANT STEEL INDUSTRY,07-Oct-2021 04:06 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,238256,Rakesh Furniture House,07-Oct-2021 06:44 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,239307,R.Son Furniture Udyog,07-Oct-2021 04:50 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading:- 1.Tender form is not uploaded. 2. Terms and conditions of tender is also not uploaded.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,239703,Sai Furniture House,07-Oct-2021 02:00 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,239994,Santoshi steel furniture,07-Oct-2021 08:25 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,240058,SANTOSHI STEEL FURNITURE INDUSTRY,08-Oct-2021 08:00 AM,Rejected-Finance,Rejected,18-Jul-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,46,239800,shivam steel classic udyog,06-Oct-2021 04:49 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,47,239849,Shiv Om Steel Industries,06-Oct-2021 05:15 PM,Rejected-Finance,Rejected,18-Jul-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,48,239737,SUDHIR STEEL INDUSTIRES,07-Oct-2021 05:12 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,49,239731,Super Steel & Rubber Industries,07-Oct-2021 05:03 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,50,239452,SYAL METAL WORKS,07-Oct-2021 04:11 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,51,240039,Tarana Enterprises,07-Oct-2021 06:28 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
