Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Industries Department||Directorate of Industries,No.Ind.SP/F/(NIT)148/94-Vol-II,2021_HPInd_52061_12,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,All documents as per Terms and conditions of tender enclosed.,500.0,Nil,Nil,Yes,Director of Industries,"Directorate of Industries , Bamloe , Shimla",10-Sep-2021 05:00 PM,08-Oct-2021 11:00 AM,10-Sep-2021 05:00 PM,08-Oct-2021 10:30 AM,NA ,NA ,10-Sep-2021 05:00 PM,08-Oct-2021 10:30 AM,28-Jan-2022 03:00 PM,1.0,ICICI BANK,M-44 (Steel Furniture),Steel Furniture,Please refer Tender documents. ,NA ,"2,23,16,935",Miscellaneous Goods,NA ,Rate Contract,120.0,365.0,"Directorate of Industries , Bamloe , Shimla",171001.0,NA ,NA ,NA ,Shimla,No ,No,1.0,Corrigendum,Other,,AOC,1,239868,Anand Enterprises,06-Oct-2021 05:55 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,18-Jul-2022,"INR 22,316,935",365.0,Navneet Gupta,18-Jul-2022 03:35 PM,Rate-contract-M-44.pdf (9804.00 KB),Finance,Financial Bid Opening Summary.,Thakur Singh Negi,22-Feb-2022 02:23 PM,finance_77811.pdf,BOQ Comparative Chart,Additional Controller of Stores,Internal,Vinay Jaryal (SO FA SPO) Karam Chand (Supdt. Gr-I) T.S Negi (JDI SP),Navneet Gupta,18-Jul-2022 03:04 PM,finsummary_77811.pdf (10539.11 KB),Industries Department||Directorate of Industries,2021_HPInd_52061_12,No.Ind.SP/F/(NIT)148/94-Vol-II,M-44 (Steel Furniture),Additional Controller of Stores,Internal,T.S Negi (JDI SP) Narinder Kumar Sood (Principal Portmore.) Vijay Sofra (Joint Controller FA Ele Edu.) Rakesh Sharma (A.E Mech PWD) Karam Chand Supdt. SP) Vinay Jaryal (S.O FA SP) Navneet Gupta (SIO,Navneet Gupta,27-Jan-2022 05:52 PM,28-Jan-2022 03:00 PM,techsummary_77811.pdf (1610.47 KB),Technical,Tender Opening Summary.,Navneet Gupta,14-Oct-2021 05:54 PM,technical_77811.pdf,1.0,236356.0,Hunny Gramodyog,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Schedule.,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,2,239159,ANIL TRADERS,03-Oct-2021 10:18 PM,Not Admitted-Fee/PreQual/Technical,Others-Rejected for not uploading Technical bid performa.,14-Oct-2021 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,238256.0,Rakesh Furniture House,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,240038,Aprajeeta Industries,08-Oct-2021 08:09 AM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,238315.0,Decora Industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,238835,ASHOKA FURNITURE PVT LTD,07-Oct-2021 12:27 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,238835.0,ASHOKA FURNITURE PVT LTD,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,240064,BK INDUSTRIES,08-Oct-2021 09:40 AM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,238945.0,Kuber Steel Industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,238315,Decora Industries,06-Oct-2021 04:50 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,239112.0,friends steel industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,239716,dhiman steel furniture industry,07-Oct-2021 10:33 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,239115.0,M/S Mahalakshmi Steel Industries,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,239112,friends steel industries,07-Oct-2021 06:52 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,239300.0,Madhur Steel Furniture Udyog,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,239935,ganesh steel industries,07-Oct-2021 08:55 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,239452.0,SYAL METAL WORKS,INR,"619,914.8611",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,239578,GARG STEEL FURNITURE INDUSTRIES,07-Oct-2021 04:24 PM,Accepted-AOC,Accpeted,18-Jul-2022 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,239488.0,Krishna Steel Industries,INR,"619,914.8611",AOC
