,horticulture_loss_id,disaster_id,department_id,district_id,crop_33_affected,status,entry_by,entry_date,ip_addr,RecordStatus,crop_lossless33,croptype,mf1,sf1,of1,tf1,mf2,sf2,of2,tf2,cd,pd,cd2,pd2,Qloss,Qltloss,farmerso,farmers,areaunderfruits,totalareaall,area33,arearainfed,areairrigated,areaperennial,block_id,updated_by,incidentdate,district_name
0,14,2806,10,19,1.13,Active,2087,2020-08-04 13:13:42.930,117.212.96.76,1,0.0,3,7,0,4,11,1,0,1,1,0,0,352,0,18,0,11,11,4543.0,1.13,1.13,0.0,0.0,1.13,47,,20-07-2020,KINNAUR 
1,15,4494,10,15,0.0,Active,2023,2020-08-18 18:52:17.970,117.220.50.222,1,4.0,26,90,72,55,217,52,45,38,135,0,0,0,0,95,92,0,217,0.0,135.0,0.0,0.0,0.0,0.0,132,,16-08-2020,BILASPUR 
2,16,4494,10,15,0.0,Active,2023,2020-08-18 18:53:56.253,117.220.50.222,1,3.0,29,12,11,19,42,16,14,13,43,0,0,0,0,40,42,0,42,0.0,43.0,0.0,0.0,0.0,0.0,132,,16-08-2020,BILASPUR 
3,17,4494,1041,15,0.0,Active,2023,2020-08-18 18:55:33.600,117.220.50.222,1,3.0,36,26,22,21,69,19,15,14,48,0,0,0,0,28,33,0,69,0.0,48.0,0.0,0.0,0.0,0.0,132,4344.0,16-08-2020,BILASPUR 
4,18,4494,10,15,0.0,Active,2023,2020-08-18 18:56:54.067,117.220.50.222,1,3.0,24,22,20,19,61,15,14,12,41,0,0,0,0,35,41,0,61,0.0,41.0,0.0,0.0,0.0,0.0,132,,16-08-2020,BILASPUR 
5,19,4780,10,19,0.0,Active,2087,2020-08-29 10:55:46.810,59.183.179.200,2,0.0,3,5,0,0,5,2,0,0,2,0,0,52,0,0,0,5,5,3647.0,2.25,0.0,2.25,0.0,0.0,48,,05-08-2020,KINNAUR 
6,20,4759,10,15,70.0,Active,2023,2020-08-29 13:45:17.280,117.220.50.226,1,4.0,26,30,25,22,77,28,22,19,69,0,0,0,0,41,38,77,77,4590.0,69.0,70.0,0.0,0.0,4590.0,132,,22-08-2020,BILASPUR 
7,21,4759,10,15,32.0,Active,2023,2020-08-29 14:01:07.737,117.220.50.226,1,3.0,29,8,6,5,19,9,8,6,23,0,0,0,0,15,12,19,19,204.0,23.0,32.0,0.0,0.0,0.0,132,,22-08-2020,BILASPUR 
8,22,4759,10,15,55.0,Active,2023,2020-08-29 14:04:52.627,117.220.50.226,1,3.0,36,12,10,9,31,8,7,6,21,0,0,0,0,16,15,31,31,184.0,21.0,55.0,0.0,0.0,0.0,132,,22-08-2020,BILASPUR 
9,23,4759,10,15,22.0,Active,2023,2020-08-29 14:08:00.820,117.220.50.226,1,3.0,24,8,6,4,18,8,6,5,19,0,0,0,0,14,11,18,18,628.0,19.0,22.0,0.0,0.0,0.0,132,,22-08-2020,BILASPUR 
