pwd_loss_id,disaster_id,department_id,length_affected_km,roads_closed,length_pukka_mdr,length_pukka_vr,length_kuccha_mdr,length_kuccha_vr,jcb_deployed_department,jcb_deployed_hired,dosers_deployed,tipper_deployed,status,entry_by,entry_date,ip_addr,RecordStatus,roadopeningdate1,roadopeningdate2,roadopeningdate3,roadopens1,roadopens2,roadopens3,length_pukka_sh,length_kuccha_sh,pwd_bridge,pwd_culvert,circle_id,division_id,updated_by,incidentdate,CId,circle,division_name,district_best,district_alternative,subdistrict_best,subdistrict_alternative,tehsil_best,object_id,tehsil_alt,tehsil_alt_object_id
1,2638,1,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,Active,2143,2020-07-02 15:48:54.147,59.89.10.119,1,2020-06-29 00:00:00.000,2020-06-29 00:00:00.000,2020-06-30 00:00:00.000,0,0.0,0,0.0,0.0,0,0,1012,1012,4148.0,29-06-2020,1012.0,Ist CIRCLE-Mandi ,Mandi-II,Mandi,Mandi,Nihri,Karsog,NIHRI,02-027-00028,,
2,2638,38,60.0,7,20.5,29.0,0.0,10.5,0,4,0,2,active,2143,2020-07-03 12:59:35.930,49.36.191.129,1,2022-08-20 00:00:00.000,2022-08-20 00:00:00.000,2022-08-20 00:00:00.000,7,0.0,0,0.0,0.0,0,0,1012,76,6384.0,29-06-2020,1012.0,Ist CIRCLE-Mandi ,Gohar,Mandi,,Chachyot,,CHACHYOT,02-027-00022,,
3,19513,38,22.5,0,0.0,0.0,0.0,0.0,0,0,0,0,Deleted,2031,2020-07-10 11:58:41.253,117.215.245.173,1,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,0,0.0,0,0.0,0.0,0,0,1017,55,,02-07-2022,1017.0,10th CIRCLE BILASPUR,Ghumarwin,Bilaspur,,Ghumarwin,,GHUMARWIN,02-030-02106,,
4,2757,38,1.0,2,0.0,1.0,0.0,0.0,1,2,0,0,Active,2159,2020-07-17 16:02:20.170,59.95.214.231,1,2020-07-17 00:00:00.000,2020-07-17 00:00:00.000,2020-07-18 00:00:00.000,2,0.0,0,0.0,0.0,0,0,1010,7,,17-07-2020,1010.0,12TH CIRCLE  NAHAN,Nahan,Kangra,,Rakkar,,RAKKAR,02-024-02129,,
5,2778,38,2.0,2,0.0,0.0,0.0,2.0,1,1,0,0,Active,2159,2020-07-19 11:42:36.240,59.95.213.188,1,2020-06-24 00:00:00.000,2020-06-25 00:00:00.000,2020-06-25 00:00:00.000,1,1.0,1,0.0,0.0,0,0,1010,10,,24-06-2020,1010.0,12TH CIRCLE  NAHAN,EE Shillai,Sirmaur,,Shalai,,SHALAI,02-032-00056,,
6,2780,38,1.0,1,0.0,0.0,0.0,1.0,0,1,0,0,Active,2159,2020-07-19 11:52:11.807,59.95.213.188,1,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,1,0.0,0,0.0,0.0,0,0,1010,1008,,01-07-2020,1010.0,12TH CIRCLE  NAHAN,Sangrah ,Sirmaur,,Renuka,,RENUKA,02-032-00055,,
7,2781,38,2.0,2,0.0,0.0,0.0,2.0,0,2,0,0,Active,2159,2020-07-19 11:56:14.410,59.95.213.188,1,2020-07-05 00:00:00.000,2020-07-05 00:00:00.000,2020-07-05 00:00:00.000,2,0.0,0,0.0,0.0,0,0,1010,10,,05-07-2020,1010.0,12TH CIRCLE  NAHAN,EE Shillai,Sirmaur,,Shalai,,SHALAI,02-032-00056,,
8,2783,38,7.0,3,0.0,2.0,0.0,1.0,1,2,0,0,Active,2159,2020-07-19 12:00:49.627,59.95.213.188,1,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,3,0.0,0,0.0,0.0,0,0,1010,1008,,07-07-2020,1010.0,12TH CIRCLE  NAHAN,Sangrah ,Sirmaur,,Renuka,,RENUKA,02-032-00055,,
9,2783,38,1.0,1,0.0,0.0,0.0,1.0,1,1,0,0,Active,2159,2020-07-19 12:02:25.227,59.95.213.188,1,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,1,0.0,0,0.0,0.0,0,0,1010,10,,07-07-2020,1010.0,12TH CIRCLE  NAHAN,EE Shillai,Sirmaur,,Shalai,,SHALAI,02-032-00056,,
10,2782,38,12.0,1,1.0,0.0,0.0,0.0,0,3,0,0,Active,2159,2020-07-19 12:08:19.060,59.95.213.188,1,2020-07-06 00:00:00.000,2020-07-06 00:00:00.000,2020-07-06 00:00:00.000,1,0.0,0,0.0,0.0,0,0,1010,8,,06-07-2020,1010.0,12TH CIRCLE  NAHAN,Paonta ,Mandi,Solan,Sarkaghat,,SARKAGHAT,02-027-00031,,
11,2784,38,15.0,5,2.0,2.0,0.0,1.0,1,3,0,0,Active,2159,2020-07-19 12:13:22.040,59.95.213.188,1,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,5,0.0,0,0.0,0.0,0,0,1010,1008,,08-07-2020,1010.0,12TH CIRCLE  NAHAN,Sangrah ,Sirmaur,,Renuka,,RENUKA,02-032-00055,,
