horticulture_loss_id,disaster_id,department_id,district_id,crop_33_affected,status,entry_by,entry_date,ip_addr,RecordStatus,crop_lossless33,croptype,mf1,sf1,of1,tf1,mf2,sf2,of2,tf2,cd,pd,cd2,pd2,Qloss,Qltloss,farmerso,farmers,areaunderfruits,totalareaall,area33,arearainfed,areairrigated,areaperennial,block_id,updated_by,incidentdate,district_name,block_name
1,413,10,15,0.0,Active,2023,2020-05-12 15:13:05.650,117.220.48.33,1,4.0,26,42,32,22,96,21,20,15,56,0,0,0,0,80,90,0,96,0.0,56.0,0.0,0.0,0.0,0.0,132,,30-04-2020,BILASPUR ,Bilaspur
2,413,10,15,0.0,Active,2023,2020-05-12 15:17:10.783,117.220.48.33,1,3.0,36,11,8,10,29,10,9,10,29,0,0,0,0,25,32,11,29,0.0,29.0,3.0,9.0,0.0,0.0,132,,30-04-2020,BILASPUR ,Bilaspur
3,413,10,15,0.0,Active,2023,2020-05-12 15:20:21.990,117.220.48.33,1,3.0,24,11,9,8,28,10,6,5,21,0,0,0,0,32,38,11,28,0.0,21.0,3.0,5.0,0.0,0.0,132,,30-04-2020,BILASPUR ,Bilaspur
4,413,10,15,4.0,Active,2023,2020-05-21 15:10:49.150,117.220.50.163,1,4.0,26,60,52,36,148,36,32,24,92,0,0,0,0,30,30,60,148,0.0,92.0,4.0,24.0,0.0,0.0,132,,30-04-2020,BILASPUR ,Bilaspur
5,413,10,15,3.0,Active,2023,2020-05-21 15:15:03.680,117.220.50.163,1,3.0,36,16,12,16,44,12,8,12,32,0,0,0,0,3,3,44,44,0.0,32.0,3.0,12.0,0.0,0.0,132,,30-04-2020,BILASPUR ,Bilaspur
6,413,10,15,3.0,Active,2023,2020-05-21 15:17:53.397,117.220.50.163,1,3.0,24,16,12,12,40,8,4,4,16,0,0,0,0,4,4,40,40,0.0,16.0,3.0,4.0,0.0,0.0,132,,30-04-2020,BILASPUR ,Bilaspur
7,518,10,22,0.0,Deleted,2135,2020-05-29 12:58:25.713,59.96.64.56,0,45.0,3,223,17,23,263,37,3,5,45,0,0,0,0,11,0,26,263,45.0,45.0,45.0,0.0,0.0,0.0,1132,,28-05-2020,MANDI ,Balichowki
8,1550,10,17,0.0,Active,2055,2020-06-09 17:37:20.947,117.220.50.185,1,15.1,26,225,130,21,376,25,10,5,39,0,0,0,0,76,0,0,376,0.0,39.0,0.0,0.0,0.0,0.0,21,,08-06-2020,HAMIRPUR ,Hamirpur
9,1550,10,17,0.0,Active,2055,2020-06-09 17:40:11.310,117.220.50.185,1,3.08,24,145,81,13,239,14,6,2,21,0,0,0,0,15,0,0,239,0.0,21.25,0.0,0.0,0.0,0.0,21,,08-06-2020,HAMIRPUR ,Hamirpur
10,2586,10,15,0.0,Active,2023,2020-06-18 15:19:21.970,117.254.36.172,1,5.0,26,21,16,11,48,10,9,8,27,0,0,0,0,62,61,0,48,0.0,27.0,0.0,0.0,0.0,0.0,132,,06-06-2020,BILASPUR ,Bilaspur
