Date,District,Number,Details
20-06-2023,Biswanath,1,"Halem - Tinikunia to Kawripathar Road via Possagula | Kawripathar | Road- Road from Tinikunia to Kawripathar Road via Possagula (A construction ongoing Road under MMPPNA-2022- 23) (from Ch.1060.00 m to 1360.00 m), sporadic erosion in the road embankment has been noticed on 20/06/2023. Details of damages will be assed as soon as flood water will be receded. | (Long - 9347579.000000, Lat - 26907961.000000, Dept - PWD (Roads))"
20-06-2023,Bongaigaon,26,"Dangtol - Pachim Bhadragaon to Digdari Road | Pachim Bhadragaon | Embankment Damaged at Ch. 1450.00m.as per report received from PWRD, Bongaigaon dated- 20.06.2023 | (Long - 90.446261, Lat - 26.425879, Dept - PWD (Roads)),  Bhadragaon to Digdari Road | Bhadragaon | Embankment damaged at Ch. 1690.00m. as per report received from PWRD, Bongaigaon dated- 20.06.2023 | (Long - 90.445417, Lat - 26.440607, Dept - PWD (Roads)),  Boitamari - Chalantapara PWD Road to Khatapara | Chalantapara | Shoulder and C.D. damaged at Ch. 1st Km. as per report received from PWRD, Bongaigaon, date- 20.06.2023 | (Long - 90.579430, Lat - 26.262880, Dept - PWD (Roads)),  Jogigopha Oudubi Salbari road | Jogigopha | Hard crust and Shoulder damaged at Ch. 2nd and 12Km. as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.489960, Lat - 26.262870, Dept - PWD (Roads)),  Noyagaon Shivmandir road | Noyagaon | Water Hyacinth at Ch. 1st Km. as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.622270, Lat - 26.304980, Dept - PWD (Roads)),  Manikpur - Old N.T. Road | Old N.T. Road | RCC Bridge approach damaged at Ch. 2nd Km and Road Surface got Damaged at Ch.1st Km. as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.795183, Lat - 26.465956, Dept - PWD (Roads)),  Gerukabari Kirtanpara Road | Kirtanpara | Road Damaged at Ch. 10th Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.752482, Lat - 26.414871, Dept - PWD (Roads)),  NH 31 at Dangaigaon Kirtanpara Road | Dangaigaon | Bridge approach Damaged at Ch. 2nd Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.698715, Lat - 26.473076, Dept - PWD (Roads)),  Roha Chakla Kakila Road | Kakila | Embankment damaged at from Ch. 0.00m to 5.36 Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.854613, Lat - 26.381752, Dept - PWD (Roads)),  Bashbari Salabila Road | Bashbari | Side Slope damage at Ch. 5th,6th & 7th Km.as per report received from PWRD, Bongaigaon dated-20.06.2023 | (Long - 90.762386, Lat - 26.423929, Dept - PWD (Roads)),  Bongaigaon - Dholagaon to Dewangaon (Ravapara) | Dholagaon | Food Bridge washed away at Ch. 500.00m. as per report received from PWRD, Bongaigaon, dated 20.06.2023 | (Long - 90.521846, Lat - 26.407961, Dept - PWD (Roads)),  Salbari Bongaigaon Road | Salbari | HP Culvert washed away at Ch. 8th Km.as per report received from PWRD, Bongaigaon, dated 20.06.2023 | (Long - 90.516807, Lat - 26.405426, Dept - PWD (Roads)),  Srijangram - Roha Kolgachia to Kakila Pt-II Road | Kakila Pt-II | Embankment damaged at from Ch. 0.00m to 5.36 Km. as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.854613, Lat - 26.381752, Dept - PWD (Roads)),  Nowagaon Rangapani road | Nowagaon | Embankment and shoulder damaged at 15th Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.785538, Lat - 26.328102, Dept - PWD (Roads)),  Roha Chakla Kokila Road | Roha Chakla | RCC Bridge Approach of Bridge No: 1/1 got damaged.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 26.430642, Lat - 90.848152, Dept - PWD (Roads)),  Chakla Golapara to Kirtanpara Road | Kirtanpara | Approach of Bridge no 5/1 got damaged at 6Km .as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.809299, Lat - 26.386004, Dept - PWD (Roads)),  Nowagaon Rongapani Road | Nowagaon | Approach of Bridge no 4/1 got damaged.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.818350, Lat - 26.390729, Dept - PWD (Roads)),  Borigaon to Mererchar Road | Mererchar | Hard crust damaged, shoulder damaged from Ch.1st Km to 10th Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.704750, Lat - 26.295690, Dept - PWD (Roads)),  SH2 to Lengtisinga ( Deohato to Santoshpur) Road | Lengtisinga | Shoulder damage at Ch.31st, 33rd &34th Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.749780, Lat - 26.309990, Dept - PWD (Roads)),  Malegarh Borjana Road | Borjana | Hard Crust and Shoulder Damaged at Ch. 1st Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.652050, Lat - 26.257600, Dept - PWD (Roads)), Dumerguri Lotibari Road | Dumerguri | Shoulder damage and hard crust at Ch. 1st Km and 2nd Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.677220, Lat - 26.283680, Dept - PWD (Roads)),  Barjana-I to Barjana-III Road | Barjana | Shoulder damage at damage at Ch. 2km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.670270, Lat - 26.259760, Dept - PWD (Roads)),  SH-2 Lengtisinga (Deohati to Sontoshpur) Road | Deohati | Shoulder damage and hard crust at Ch. 30th, 32nd and culvert at Ch. 33 Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.721847, Lat - 26.314420, Dept - PWD (Roads)),  SH-2 Santoshpur Road | Santoshpur | Shoulder and hard crust damage at Ch. 1sta Km.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.740630, Lat - 26.312900, Dept - PWD (Roads)),  Behulapara to Kochbari Road | Behulapara | Shoulder and R.C.C Bridge approach damaged.as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.697660, Lat - 26.316270, Dept - PWD (Roads)),  Behulapara to Bhadaipara Road | Behulapara | Shoulder and Hard crust damaged. as per report received from PWRD, Bongaigaon, dated-20.06.2023 | (Long - 90.708790, Lat - 26.312240, Dept - PWD (Roads))"
20-06-2023,Chirang,1,"Bijni - Ledopara to Uttar Baldi Road. | Nangdarbari | As reported by PWD Chirang(R&B) Division, road embankment damaged at Ch 4000.00 m at Nangdarbari on 20-06-2023. Length=40 mtr, Breadth=6.00 mtr, Depth=3.00 mtr. | (Long - 90.592250, Lat - 26.592213, Dept - PWD (Roads))"
20-06-2023,Darrang,9,"Patharighat - Duni Sareng Andherighat connecting Road N. 1 & 2 | kahitoli | Submerged at length 500 m Height 0.50 mt. as on 20-06-2023 | (Long - 91.816155, Lat - 26.496622, Dept - PWD (Roads)),  Bihaigaon to MPK Road | Bihaigaon | submerged at L= 2.00 km Ht. 0.30 m as on 20-06-2023 | (Long - 91.823433, Lat - 26.499135, Dept - PWD (Roads)),  Bihaigaon to Duni Sareng connecting road | Bihaigaion | submerged at length 060 km depth 0.30 mt as on 20-06-2023 | (Long - 91.827453, Lat - 26.489050, Dept - PWD (Roads)),  Duni College to Jaypur Road | Duni | submerged at length L= 0.50 km Ht. .40 mtr as on 20-06-2023 | (Long - 91.804190, Lat - 26.466774, Dept - PWD (Roads)),  Bihaigaon to Bheruadol connecting Road | Bheruadol | submerged at length L= 0.80 km Ht. .40 mtr as on 20-06-2023 | (Long - 91.827527, Lat - 26.498040, Dept - PWD (Roads)),  Duni College to Malibari Road | malibaritari | submerged at length L= 1.00 km km Ht. .45 mtr as on 20-06-2023 | (Long - 91.805012, Lat - 26.470374, Dept - PWD (Roads)),  Hussainchubri to Andherighat Jayantipur Road | Hussainchubri | Submerged at length L= 600 mt height0.50 mt as on 20-06-2023 | (Long - 91.814808, Lat - 26.490440, Dept - PWD (Roads)),  baneikuchi Matrisewa Sangha to Hatimara Sarabari connecting Road | Baneikuchi | Road partially submerged as reported by PWD Deptt. as on 20-06-2023 | (Long - 91.877725, Lat - 26.489157, Dept - PWD (Roads)),  MPK to Kuddus Ali residence connecting Road | Borkumarpara village | Breach of Road occurred as reported by JE PNRD, Patharighat of around 6 mt. as on 20-06-2023 | (Long - 91.895490, Lat - 26.436552, Dept - P&RD)"
20-06-2023,Dhubri,6,"Golakganj - KANURI DIMAKURI ROAD AT 5TH KM TO 10TH KM (DATE 15-6-2023) | KANURI DIMAKURI ROAD | | (Long - 26.047600, Lat - 89.810100, Dept - PWD (Roads)),  DAMAGED AT SPT NO. 4/1 ON DK ROAD TO JALDOBA VIA ALOKJHARI (DATE 17-6-2023) | DK ROAD TO JALDOBA VIA ALOKJHARI | | (Long - 26.429300, Lat - 89.166200, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 2/1 ON KAMANDANGA TO RAMNATHPARA ROAD AT 2ND KM (DATE 17-6-2023) | KAMANDANGA TO RAMNATHPARA | | (Long - 26.826500, Lat - 89.524500, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 3/1 AT 3RD KM & RCC BR. NO. 2/1 AT 2ND ON MADDHYAPETLA TO PATHANERKUTI ROAD (DATE 17-6-2023) | MADDHYAPETLA TO PATHANERKUTI ROAD | | (Long - 26.127300, Lat - 89.023400, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 1/1 ON BASANTIPUR TO KAMANDANGA ROAD AT 1ST KM(DATE 17-6-2023) | BASANTIPUR TO KAMANDANGA ROAD | | (Long - 26.967200, Lat - 89.621200, Dept - PWD (Roads)),  BRIDGE APPROACHES DAMAGED OF RCC BOX CELL CULVERT NO. 3/1 ON DK ROAD BISHKURA UZANPETLA ROAD AT 3RD KM (DATE 17-6-2023) | DK ROAD BISHKURA UZANPETLA ROAD | | (Long - 26.023300, Lat - 89.524300, Dept - PWD (Roads))"
20-06-2023,Goalpara,1,"Lakhipur - Katarihara Bhalukmari Road via Tekona | Near Tekona | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Katarihara Bhalukmari Road via Tekona at 3rd KM has been eroded and affected length 10 M from 17.06.2023 to till date i.e 20.06.2023 | (Long - 90.196875, Lat - 26.038758, Dept - PWD (Roads))"
20-06-2023,Kamrup,8,"Goroimari - Road submerged Length 100 m, Breadth 6 m Hatisolapam to Dakshin Laruajan as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.206634, Lat - 26.066046, Dept - PWD (Roads)),  Road submerged Length 120 m, Breadth 6 m Goroimari to Kalatoli as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.223401, Lat - 26.107485, Dept - PWD (Roads)),  Road submerged 150 m, Breadth 6 m Baghmara Topar Pathar road as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.207165, Lat - 26.119696, Dept - PWD (Roads)),  Road submerged 130 m, Breadth 6 m Goroimari to Choudhurypam as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.221955, Lat - 26.081043, Dept - PWD (Roads)),  Road submerged 100 m, Breadth 6 m Bihapara Kharidol road as reported by AEE, PWRD Chhaygaon. Date: 19/06/2023. | Goroimari | | (Long - 91.281520, Lat - 26.083632, Dept - PWD (Roads)),  Hajo - Saniadi khopnikuchi road | On 19/06/2023 at vill-saklapar, saniadi khopnikuchi road 60m was submerged. As per information received by pwd road hajo | No population affected | (Long - 26.079000, Lat - 91.915000, Dept - PWD (Roads)),  Hiragana babu boring akadi road | Vill-hirajani at 19/06/2023 20m hirajani bamunbori road was submerged. As per information received by pwd road hajo. | No population affected | (Long - 26.409000, Lat - 91.307000, Dept - PWD (Roads)),  Saniadi barchapari road | On 19/06/2023 at village barchapari the saniadi barchapari road 40m got submerged. As informed by PWD road hajo. | No population affected | (Long - 26.264452, Lat - 91.492517, Dept - PWD (Roads))"
20-06-2023,Karimganj,1,"Nilambazar - Bhoribond Road | Bhoribond village | Due to incessant of Rainfall, dated on 18/6/2023 to the above mentioned road has been got affected & slump down, the concern dept has been directed for taking immediate necessary action. Affected length-20 m | (Long - 92.348188, Lat - 24.755001, Dept - PWD (Roads))"
20-06-2023,Kokrajhar,6,"Bagribari - Debitola to Borvita Road | Debitola | As reported by AEE, PWD RR Gossaigaon Sub-Division the road has been submerged on 20-06-2023 | (Long - 90.002614, Lat - 26.159232, Dept - PWD (Roads)),  Mahamaya to Snanghat Road | Snanghat | As reported by AEE PWD RR Gossaigaon Sub-Division the road has been wahshed out at Snanghat on 20-06-2023 | (Long - 90.124510, Lat - 26.220478, Dept - PWD (Roads)),  Gossaigaon - MATIAPARA TO GAONCHULKA ROAD | MATIAPARA | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD GOSSAIGAON (RR) SUB-DIVISION DATE: 20-06-2023, DUE TO HEAVY RAINFALL MATIAPARA TO GAONCHULKA ROAD IS ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  DK ROAD | DK ROAD | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD GOSSAIGAON (RR) SUB-DIVISION DATE: 20-06-2023, DUE TO HEAVY RAINFALL ROAD HAS BEEN DAMAGED IN SOME STRECHES AT DK ROAD. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  (Kokrajhar) At District - CHOIBARI TO BANGALDOBA ROAD | CHOIBARI | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 20/06/2023. DUE TO THE HEAVY RAINFALL FROM 12/06/2023 TO 20/06/2023, ROAD AT CHAINAGE 1210.00M TO 1260.00M ON CHOIBARI TO BANGALDOBA ROAD ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  TILAPARA TO MAHAJANPARA | TILAPARA | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 20/06/2023. DUE TO THE HEAVY RAINFALL FROM 12/06/2023 TO 20/06/2023, ROAD AT CHAINAGE 0.00M TO 400.00M ON TILAPARA TO MAHAJANPARA ROAD OVER TOPPED Y FLOODED WATER | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
20-06-2023,Nagaon,2,"Raha - Rahachaki to Hariamukh | Rahachaki | 100m road badly damaged due to rise in water level of Kallong river on dated 19.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Mulankata Rahachaki Hariamukh Meteka Road on dated 19.06.2023 | Mulankata | Heavy erosion took place at Raha purona Chariali to Sankar Mandir Tiniali Approx l-200M on dated 19.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
