Date,District,Number,Details
14-06-2023,Dhemaji,2,"Dhemaji - PWD Deptt. Road from Jiadhal chariali to Jiadhal college road | Road from Jiadhal chariali to Jiadhal college road | Today on 14/06/2023, Road Submergence occurred on Road from Jiadhal Chariali to Jiadhal Collage (Length-45m) | (Long - 94.512166, Lat - 2.438776, Dept - PWD (Roads)),  NH-15 Road near Jiadhal Chariali | NH-15 Road near Jiadhal Chariali (Bhajugaon) | Today on 14/06/2023, Road submergence occurred at KM-404 of NH-15( Ch.403.500 to km 403.700) total length 200m. | (Long - 94.506993, Lat - 27.433456, Dept - PWD (NH Roads))"
14-06-2023,Dima-Hasao,2,"Haflong - NH-24 | Near Rekho Village | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  Tlhanghoi Market Road (Kutcha Road) | In Between Tlhanghoi and Harangajao | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
14-06-2023,Lakhimpur,2,"Nowboicha - Dolohat to Laluk Kachajuli PWD Road | Dighpukhuri | Erosion and over topped occurred at Dolohat Tiniali to Laluk Kachajuli PWD Road at CH:2100 M to 2700 M on 14.06.2023. Report received from PWD (Roads) | (Long - 27.177800, Lat - 93.983400, Dept - PWD (Roads)),  NH-15 to Mohghuli Barchala Road | Solmoria | Road from NH-15 to Mohghuli Borchala road is Submerged from Ch. 1600m to Ch. 3050.00m on 14.06.2023. Report received from PWD (Roads) | (Long - 27.150300, Lat - 94.003100, Dept - PWD (Roads))"
